Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,5822.0,5800.0,5439.0,4898.0,4466.0,6274.0,7301.0,7742.0,7955.0,7639.0,7633.0
Gross Margin %,25.9,30.7,51.7,59.5,62.9,66.8,66.0,61.0,61.2,67.3,67.9
Operating Income USD Mil,539.0,591.0,751.0,800.0,794.0,1118.0,1529.0,1633.0,1764.0,1860.0,1905.0
Operating Margin %,9.3,10.2,13.8,16.3,17.8,17.8,20.9,21.1,22.2,24.3,25.0
Net Income USD Mil,246.0,266.0,330.0,388.0,395.0,526.0,786.0,820.0,878.0,942.0,980.0
Earnings Per Share USD,1.59,1.67,1.91,2.19,2.22,1.89,2.49,2.58,2.76,2.96,3.08
Dividends USD,0.78,0.82,0.95,1.02,1.1,1.32,1.47,1.57,1.67,1.78,1.87
Payout Ratio % *,48.7,49.4,49.7,46.8,46.8,69.9,57.8,63.1,57.1,62.4,60.7
Shares Mil,155.0,156.0,173.0,177.0,178.0,278.0,316.0,317.0,318.0,318.0,318.0
Book Value Per Share * USD,18.79,19.38,20.37,21.6,22.33,29.41,30.19,31.2,32.45,33.57,34.71
Operating Cash Flow USD Mil,248.0,649.0,989.0,1093.0,970.0,1161.0,1664.0,1635.0,1424.0,2175.0,2017.0
Cap Spending USD Mil,-1115.0,-1255.0,-908.0,-954.0,-1077.0,-1472.0,-1457.0,-1604.0,-1724.0,-1977.0,-2260.0
Free Cash Flow USD Mil,-866.0,-606.0,81.0,139.0,-106.0,-311.0,207.0,32.0,-300.0,198.0,-243.0
Free Cash Flow Per Share * USD,-5.58,-3.88,0.47,0.79,0.63,-1.12,0.25,1.23,-0.28,-0.57,
Working Capital USD Mil,80.0,-198.0,288.0,80.0,-590.0,-1416.0,-1189.0,-442.0,-371.0,-1161.0,
