Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,27240.0,29300.0,31981.0,32466.0,32677.0,30992.0,30930.0,30852.0,31469.0,31353.0,31142.0
Gross Margin %,11.4,18.3,17.6,18.2,17.9,16.1,18.5,19.0,19.5,19.9,20.9
Operating Income USD Mil,3113.0,3653.0,3675.0,3945.0,3826.0,765.0,3689.0,3889.0,4178.0,4309.0,4486.0
Operating Margin %,11.4,12.5,11.5,12.2,11.7,2.5,11.9,12.6,13.3,13.7,14.4
Net Income USD Mil,2072.0,2459.0,2394.0,2624.0,2526.0,-332.0,2357.0,2533.0,2965.0,2955.0,3229.0
Earnings Per Share USD,5.08,6.17,6.17,6.81,6.87,-0.94,6.67,7.42,9.08,9.52,10.54
Dividends USD,3.65,2.92,1.6,1.64,1.83,2.51,1.68,2.42,3.38,2.97,3.28
Payout Ratio % *,,,,,,,,31.9,45.1,30.8,31.0
Shares Mil,408.0,399.0,388.0,385.0,368.0,353.0,353.0,341.0,327.0,310.0,306.0
Book Value Per Share * USD,,,,,,,466.61,577.6,596.23,775.84,743.24
Operating Cash Flow USD Mil,2925.0,3110.0,2840.0,2984.0,3238.0,2685.0,3106.0,3728.0,2499.0,2198.0,2707.0
Cap Spending USD Mil,-474.0,-490.0,-385.0,-370.0,-458.0,-450.0,-440.0,-521.0,-569.0,-392.0,-421.0
Free Cash Flow USD Mil,2451.0,2620.0,2455.0,2614.0,2780.0,2235.0,2666.0,3207.0,1930.0,1806.0,2286.0
Free Cash Flow Per Share * USD,,,,,,,70.6,206.34,81.71,76.06,
Working Capital USD Mil,3134.0,1590.0,2878.0,3009.0,4223.0,4124.0,5692.0,3656.0,2126.0,2601.0,
