Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,6772.0,6355.0,5952.0,3639.0,3954.0,4270.0,4702.0,5051.0,5313.0,5661.0,5874.0
Gross Margin %,62.7,60.5,59.9,66.9,64.9,66.4,66.7,67.3,68.0,68.8,71.1
Operating Income USD Mil,1663.0,1355.0,1256.0,1026.0,1077.0,1170.0,1358.0,113.0,1917.0,3369.0,2839.0
Operating Margin %,24.6,21.3,21.1,28.2,27.2,27.4,28.9,2.2,36.1,59.5,48.3
Net Income USD Mil,1014.0,799.0,731.0,828.0,911.0,437.0,1376.0,-115.0,1156.0,2106.0,1771.0
Earnings Per Share USD,2.94,2.51,2.33,2.65,3.0,1.53,4.91,-0.42,4.21,7.94,6.8
Dividends USD,0.82,0.88,0.9,0.94,1.5,1.02,1.12,1.2,1.32,1.44,1.18
Payout Ratio % *,27.9,35.1,38.6,35.4,,43.0,37.3,,,,17.3
Shares Mil,345.0,319.0,313.0,312.0,304.0,285.0,280.0,272.0,275.0,265.0,260.0
Book Value Per Share * USD,54.4,56.39,76.57,89.09,,35.84,47.16,,,,63.14
Operating Cash Flow USD Mil,1717.0,1169.0,1321.0,1458.0,1344.0,1267.0,816.0,1209.0,195.0,1464.0,1410.0
Cap Spending USD Mil,-246.0,-385.0,-269.0,-266.0,-119.0,-97.0,-117.0,-92.0,-139.0,-115.0,-125.0
Free Cash Flow USD Mil,1471.0,783.0,1051.0,1192.0,1225.0,1170.0,699.0,1117.0,56.0,1349.0,1285.0
Free Cash Flow Per Share * USD,46.56,33.99,43.87,47.33,,53.59,30.07,,,,
Working Capital USD Mil,-324.0,-228.0,484.0,614.0,-451.0,232.0,564.0,-1.0,388.0,1060.0,
