Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,4947.0,5133.0,5299.0,5671.0,6081.0,6644.0,7146.0,7422.0,7387.0,7440.0,7546.0
Gross Margin %,33.0,34.2,38.7,42.6,41.6,43.0,45.9,45.0,45.8,42.4,44.4
Operating Income USD Mil,459.0,590.0,762.0,905.0,1055.0,1111.0,1338.0,1392.0,1038.0,1206.0,1176.0
Operating Margin %,9.3,11.5,14.4,16.0,17.4,16.7,18.7,18.8,14.0,16.2,15.6
Net Income USD Mil,214.0,311.0,436.0,510.0,629.0,661.0,820.0,847.0,513.0,720.0,719.0
Earnings Per Share USD,0.93,1.36,1.9,2.21,2.74,2.89,3.61,3.77,2.32,3.34,3.35
Dividends USD,,,,1.05,1.38,1.56,1.81,2.04,2.24,1.81,1.89
Payout Ratio % *,,,,33.3,50.1,52.1,50.4,54.0,97.8,47.3,56.4
Shares Mil,231.0,229.0,229.0,230.0,230.0,228.0,227.0,225.0,221.0,215.0,214.0
Book Value Per Share * USD,1.62,1.91,,2.51,3.18,3.31,4.35,5.75,3.75,3.99,3.32
Operating Cash Flow USD Mil,779.0,520.0,1066.0,901.0,581.0,1095.0,1188.0,838.0,1214.0,983.0,1159.0
Cap Spending USD Mil,-204.0,-283.0,-145.0,-201.0,-348.0,-278.0,-351.0,-371.0,-357.0,-269.0,-250.0
Free Cash Flow USD Mil,575.0,237.0,920.0,700.0,233.0,817.0,837.0,467.0,858.0,714.0,908.0
Free Cash Flow Per Share * USD,1.8,1.32,,2.16,1.43,2.09,2.63,2.18,2.73,3.3,
Working Capital USD Mil,-192.0,75.0,475.0,706.0,873.0,642.0,1079.0,311.0,-369.0,-93.0,
