Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,71372.0,67252.0,100434.0,102694.0,97234.0,97031.0,97367.0,95112.0,93543.0,95668.0,98847.0
Gross Margin %,,,,,,,,,,,
Operating Income USD Mil,22805.0,2773.0,16067.0,24859.0,26749.0,28917.0,26675.0,30699.0,30702.0,34536.0,36325.0
Operating Margin %,32.0,4.1,16.0,24.2,27.5,29.8,27.4,32.3,32.8,36.1,36.7
Net Income USD Mil,15365.0,5605.0,11728.0,17370.0,18976.0,21284.0,17886.0,21745.0,24442.0,24733.0,26936.0
Earnings Per Share USD,4.38,1.35,2.26,3.96,4.48,5.2,4.34,5.29,6.0,6.19,6.93
Dividends USD,,,,,,0.9,1.44,1.58,1.72,0.96,2.04
Payout Ratio % *,,,,,,,30.6,28.9,28.6,,14.9
Shares Mil,3508.0,3522.0,3880.0,3977.0,3920.0,3822.0,3815.0,3798.0,3733.0,3650.0,3569.0
Book Value Per Share * USD,,,,,,,169.28,209.71,249.56,,259.7
Operating Cash Flow USD Mil,-110560.0,23098.0,121897.0,-3752.0,95932.0,25079.0,107953.0,36593.0,73466.0,20196.0,22873.0
Cap Spending USD Mil,,,,,,,,,,,
Free Cash Flow USD Mil,-110560.0,23098.0,121897.0,-3752.0,95932.0,25079.0,107953.0,36593.0,73466.0,20196.0,22873.0
Free Cash Flow Per Share * USD,,,,,,,94.09,0.9,95.56,,
Working Capital USD Mil,,,,,,,,,,,
