Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,20143.0,20194.0,16335.0,23325.0,37110.0,37152.0,38279.0,38901.0,37864.0,36556.0,37350.0
Gross Margin %,67.5,38.4,67.3,51.0,50.3,48.1,51.2,51.3,61.9,65.5,63.9
Operating Income USD Mil,1037.0,-4438.0,-161.0,976.0,1822.0,39.0,1249.0,2373.0,5166.0,4338.0,3774.0
Operating Margin %,5.1,-22.0,-1.0,4.2,4.9,0.1,3.3,6.1,13.6,11.9,10.1
Net Income USD Mil,403.0,-5396.0,-651.0,253.0,840.0,-723.0,571.0,1132.0,7340.0,2263.0,1948.0
Earnings Per Share USD,2.79,-42.59,-4.32,1.08,2.26,-2.18,1.53,2.93,19.47,6.85,6.32
Dividends USD,,,,,,,,,,,
Payout Ratio % *,,,,,,,,,,,
Shares Mil,153.0,126.0,151.0,253.0,383.0,331.0,391.0,389.0,376.0,330.0,310.0
Book Value Per Share * USD,,-243.44,-219.22,65.3,97.92,18.86,62.4,152.15,407.92,556.11,581.06
Operating Cash Flow USD Mil,2134.0,-1239.0,966.0,1907.0,2408.0,935.0,1444.0,2634.0,5992.0,5542.0,3343.0
Cap Spending USD Mil,-658.0,-475.0,-317.0,-371.0,-700.0,-2016.0,-2164.0,-2005.0,-2747.0,-3223.0,-3780.0
Free Cash Flow USD Mil,1476.0,-1714.0,649.0,1536.0,1708.0,-1081.0,-720.0,629.0,3245.0,2319.0,-437.0
Free Cash Flow Per Share * USD,,-186.94,56.29,75.28,58.78,-42.57,-18.13,10.79,98.0,174.74,
Working Capital USD Mil,-1884.0,-2420.0,-1368.0,-600.0,-397.0,-2769.0,-3405.0,-4370.0,-4586.0,-4977.0,
