Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,951.0,1237.0,1292.0,1185.0,1208.0,1045.0,969.0,1047.0,949.0,902.0,918.0
Gross Margin %,65.5,43.9,43.4,40.1,41.6,52.3,57.0,56.9,62.3,66.0,67.5
Operating Income USD Mil,169.0,260.0,-75.0,185.0,204.0,147.0,267.0,411.0,448.0,477.0,445.0
Operating Margin %,17.8,21.0,-5.8,15.6,16.9,14.1,27.6,39.3,47.2,52.9,48.5
Net Income USD Mil,279.0,108.0,-260.0,66.0,96.0,-74.0,191.0,205.0,615.0,312.0,1494.0
Earnings Per Share USD,1.55,0.33,-1.67,-0.07,0.11,-0.48,0.47,0.6,1.77,0.88,4.16
Dividends USD,1.91,1.93,0.76,0.68,0.68,0.68,0.68,0.68,0.69,0.73,0.76
Payout Ratio % *,276.8,742.3,,,,,,100.0,138.8,91.1,96.2
Shares Mil,150.0,155.0,201.0,239.0,260.0,267.0,327.0,340.0,352.0,357.0,362.0
Book Value Per Share * USD,13.72,12.25,8.52,8.09,7.58,7.04,7.76,8.34,9.52,9.81,13.23
Operating Cash Flow USD Mil,324.0,643.0,400.0,391.0,338.0,299.0,436.0,444.0,379.0,450.0,456.0
Cap Spending USD Mil,-317.0,-572.0,-385.0,-711.0,-275.0,-394.0,-1041.0,-739.0,-501.0,-731.0,-1494.0
Free Cash Flow USD Mil,7.0,71.0,15.0,-320.0,62.0,-94.0,-606.0,-294.0,-122.0,-280.0,-1038.0
Free Cash Flow Per Share * USD,0.04,0.46,0.08,-1.33,-1.1,-0.35,-0.58,-1.2,-0.24,-0.45,
Working Capital USD Mil,,-36.0,79.0,-79.0,138.0,-61.0,-81.0,-60.0,-48.0,-55.0,
