Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,22786.0,23522.0,22745.0,24074.0,27006.0,27567.0,28106.0,27441.0,25413.0,24622.0,23509.0
Gross Margin %,34.7,36.7,38.7,40.0,39.6,39.2,38.8,38.1,38.5,41.4,44.7
Operating Income USD Mil,3879.0,6442.0,6841.0,7473.0,8530.0,8605.0,8764.0,7949.0,7146.0,7745.0,9378.0
Operating Margin %,17.0,27.4,30.1,31.0,31.6,31.2,31.2,29.0,28.1,31.5,39.9
Net Income USD Mil,2395.0,4313.0,4551.0,4946.0,5503.0,5465.0,5585.0,4758.0,4529.0,4687.0,5687.0
Earnings Per Share USD,1.98,3.76,4.11,4.58,5.27,5.36,5.55,4.82,4.8,5.44,6.91
Dividends USD,,,,,,2.87,3.12,3.28,3.44,3.61,3.76
Payout Ratio % *,,,,,,,55.6,63.8,73.6,,67.4
Shares Mil,1211.0,1146.0,1107.0,1080.0,1045.0,1020.0,1006.0,986.0,945.0,861.0,821.0
Book Value Per Share * USD,,,,,,,49.8,52.19,38.14,,3.17
Operating Cash Flow USD Mil,4876.0,5917.0,5751.0,6342.0,7150.0,6966.0,7120.0,6730.0,6539.0,6060.0,5257.0
Cap Spending USD Mil,-1946.0,-2135.0,-1952.0,-2136.0,-2730.0,-3049.0,-2824.0,-2583.0,-1814.0,-1821.0,-1884.0
Free Cash Flow USD Mil,2929.0,3782.0,3799.0,4206.0,4420.0,3917.0,4296.0,4146.0,4725.0,4239.0,3372.0
Free Cash Flow Per Share * USD,,,,,,,13.48,16.26,20.33,,
Working Capital USD Mil,-917.0,980.0,428.0,1443.0,893.0,1519.0,1880.0,1437.0,6693.0,1380.0,
