Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,,12094.0,7185.0,8191.0,7943.0,9973.0,14070.0,16226.0,14403.0,13058.0,13462.0
Gross Margin %,,25.1,41.2,38.5,40.0,52.3,47.7,48.0,55.2,55.6,51.4
Operating Income USD Mil,,-2472.0,1407.0,1281.0,1423.0,2593.0,3990.0,4448.0,2447.0,3572.0,3666.0
Operating Margin %,,-20.4,19.6,15.6,17.9,26.0,28.4,27.4,17.0,27.4,27.2
Net Income USD Mil,,-3599.0,495.0,-41.0,594.0,315.0,1193.0,1026.0,253.0,708.0,1398.0
Earnings Per Share USD,,,,,0.68,0.35,1.15,0.89,0.1,0.25,0.56
Dividends USD,,,,,0.74,1.34,1.56,1.7,1.93,0.5,0.5
Payout Ratio % *,,,,,82.5,166.2,116.5,139.1,413.3,,89.3
Shares Mil,,,,198.0,1297.0,1354.0,1036.0,1137.0,2193.0,2230.0,2231.0
Book Value Per Share * USD,,,,,4.3,13.39,12.87,5.9,15.93,15.52,15.77
Operating Cash Flow USD Mil,,,1588.0,1911.0,2365.0,2795.0,4064.0,4467.0,5303.0,4787.0,4591.0
Cap Spending USD Mil,,,-1324.0,-1003.0,-1200.0,-2022.0,-3661.0,-5005.0,-3896.0,-2882.0,-3004.0
Free Cash Flow USD Mil,,,263.0,909.0,1165.0,773.0,403.0,-538.0,1407.0,1905.0,1587.0
Free Cash Flow Per Share * USD,,,,,1.43,0.57,0.51,0.67,-0.42,1.03,
Working Capital USD Mil,,,-938.0,-1857.0,-2865.0,-1535.0,-2207.0,-2610.0,-1241.0,-2695.0,
