Key Financials USD,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue USD Mil,4880.0,5018.0,4978.0,5660.0,6860.0,6945.0,7450.0,7620.0,7405.0,6653.0,6291.0
Gross Margin %,54.1,54.4,58.2,58.6,58.3,59.8,57.9,57.5,56.5,54.9,58.0
Operating Income USD Mil,653.0,596.0,706.0,845.0,1039.0,1127.0,1130.0,1035.0,581.0,-94.0,143.0
Operating Margin %,13.4,11.9,14.2,14.9,15.1,16.2,15.2,13.6,7.9,-1.4,2.3
Net Income USD Mil,420.0,406.0,480.0,568.0,681.0,750.0,776.0,702.0,396.0,-99.0,80.0
Earnings Per Share USD,3.99,4.01,4.73,5.75,7.13,8.0,8.43,7.88,4.62,-1.2,0.99
Dividends USD,0.2,0.2,0.3,0.5,0.8,1.6,1.7,1.85,2.0,2.0,2.0
Payout Ratio % *,5.0,5.0,6.3,8.7,11.6,18.4,20.3,22.0,36.2,113.6,202.0
Shares Mil,105.0,101.0,101.0,99.0,96.0,94.0,92.0,89.0,86.0,83.0,82.0
Book Value Per Share * USD,24.02,27.6,31.6,34.36,38.08,41.47,45.48,47.22,45.28,43.91,43.18
Operating Cash Flow USD Mil,695.0,774.0,907.0,689.0,885.0,1018.0,907.0,894.0,1007.0,952.0,1157.0
Cap Spending USD Mil,-217.0,-185.0,-201.0,-255.0,-272.0,-277.0,-390.0,-391.0,-418.0,-284.0,-193.0
Free Cash Flow USD Mil,478.0,589.0,705.0,433.0,613.0,742.0,517.0,503.0,589.0,668.0,963.0
Free Cash Flow Per Share * USD,4.55,5.82,6.96,4.39,6.59,7.34,5.46,7.15,5.08,8.19,
Working Capital USD Mil,984.0,1382.0,1529.0,1646.0,1954.0,1842.0,2359.0,2138.0,1855.0,1794.0,
