Key Financials USD,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue USD Mil,37953.0,35497.0,34734.0,39304.0,42680.0,44287.0,45567.0,47453.0,50365.0,60319.0,60953.0
Gross Margin %,82.9,83.9,65.7,63.7,63.1,62.9,62.6,64.2,65.6,63.5,63.3
Operating Income USD Mil,2075.0,747.0,1998.0,2378.0,3186.0,4434.0,3815.0,1867.0,3077.0,5037.0,4890.0
Operating Margin %,5.5,2.1,5.8,6.1,7.5,10.0,8.4,3.9,6.1,8.4,8.0
Net Income USD Mil,1125.0,98.0,1184.0,1452.0,2032.0,2716.0,2324.0,1050.0,1820.0,2997.0,2878.0
Earnings Per Share USD,3.6,0.31,3.76,4.57,6.41,8.55,7.48,3.65,6.51,11.07,10.61
Dividends USD,,,,0.24,0.52,0.56,0.6,0.8,1.0,1.6,1.2
Payout Ratio % *,,,,5.3,8.1,12.1,11.4,6.9,26.3,20.4,11.3
Shares Mil,312.0,312.0,314.0,317.0,317.0,317.0,310.0,287.0,279.0,270.0,271.0
Book Value Per Share * USD,29.35,,35.83,33.54,37.59,39.03,39.22,51.73,48.41,50.67,52.78
Operating Cash Flow USD Mil,3484.0,2753.0,3138.0,4041.0,4835.0,4688.0,4264.0,5366.0,5708.0,4930.0,4549.0
Cap Spending USD Mil,-2947.0,-2459.0,-2816.0,-3434.0,-4007.0,-3375.0,-3533.0,-4347.0,-4818.0,-5116.0,-4945.0
Free Cash Flow USD Mil,537.0,294.0,322.0,607.0,828.0,1313.0,731.0,1019.0,890.0,-186.0,-396.0
Free Cash Flow Per Share * USD,1.49,,0.84,1.34,2.11,3.16,1.84,3.81,2.38,-1.62,
Working Capital USD Mil,1876.0,2592.0,2639.0,3403.0,3682.0,5524.0,4371.0,4984.0,3981.0,4710.0,
