Key Financials USD,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue USD Mil,6263.0,6911.0,8065.0,9188.0,10421.0,11778.0,12702.0,13880.0,15082.0,18358.0,18358.0
Gross Margin %,75.4,76.5,79.6,80.2,79.5,79.6,81.2,81.6,81.7,82.3,82.3
Operating Income USD Mil,1232.0,3538.0,4589.0,5456.0,2139.0,7239.0,7697.0,9064.0,7883.0,12144.0,12144.0
Operating Margin %,19.7,51.2,56.9,59.4,20.5,61.5,60.6,65.3,52.3,66.2,66.2
Net Income USD Mil,804.0,2353.0,2966.0,3650.0,2144.0,4980.0,5438.0,6328.0,5991.0,6699.0,6699.0
Earnings Per Share USD,0.24,0.78,1.0,1.29,0.79,1.9,2.16,2.58,2.48,2.8,2.8
Dividends USD,0.03,0.1,0.16,0.15,0.22,0.33,0.4,0.48,0.56,0.66,0.66
Payout Ratio % *,,13.6,15.6,11.6,40.9,14.7,17.5,19.2,23.4,23.6,23.6
Shares Mil,3076.0,3036.0,2956.0,2828.0,2712.0,2624.0,2523.0,2457.0,2414.0,2395.0,2395.0
Book Value Per Share * USD,,111.51,113.44,135.82,125.85,140.0,149.01,200.27,226.27,211.03,230.36
Operating Cash Flow USD Mil,531.0,558.0,2691.0,3872.0,5009.0,3022.0,7205.0,6584.0,5574.0,9208.0,9208.0
Cap Spending USD Mil,-415.0,-306.0,-241.0,-353.0,-376.0,-471.0,-553.0,-414.0,-523.0,-707.0,-707.0
Free Cash Flow USD Mil,116.0,252.0,2450.0,3519.0,4633.0,2551.0,6652.0,6170.0,5051.0,8501.0,8501.0
Free Cash Flow Per Share * USD,,1.12,10.39,17.08,19.29,9.49,37.12,42.31,35.11,62.04,
Working Capital USD Mil,4009.0,4799.0,5236.0,5739.0,3832.0,3487.0,3556.0,5518.0,6267.0,9029.0,
