Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,172488.0,181581.0,155278.0,149567.0,146542.0,146684.0,113245.0,117184.0,117386.0,123693.0,123780.0
Gross Margin %,57.6,53.9,51.1,52.1,53.4,49.3,29.5,28.6,29.6,29.3,27.3
Operating Income USD Mil,51290.0,45528.0,28304.0,29724.0,34581.0,29788.0,15459.0,16632.0,16862.0,17833.0,15568.0
Operating Margin %,29.7,25.1,18.2,19.9,23.6,20.3,13.7,14.2,14.4,14.4,12.6
Net Income USD Mil,22208.0,17410.0,11025.0,11644.0,14151.0,13641.0,13057.0,15233.0,-6126.0,8831.0,7523.0
Earnings Per Share USD,2.17,1.72,1.01,1.06,1.23,1.29,1.27,1.5,-0.62,0.89,0.79
Dividends USD,1.76,2.02,1.28,0.46,0.61,0.87,0.98,0.89,0.92,0.93,0.96
Payout Ratio % *,79.8,113.5,124.7,40.0,47.1,62.6,68.3,59.5,180.4,105.8,111.6
Shares Mil,10218.0,10098.0,10615.0,10678.0,10620.0,10564.0,10289.0,10123.0,10016.0,9130.0,8810.0
Book Value Per Share * USD,126.29,145.4,143.78,138.92,164.98,154.13,159.54,197.95,206.13,194.16,168.4
Operating Cash Flow USD Mil,45967.0,48601.0,24593.0,36123.0,33359.0,31331.0,28579.0,27710.0,19891.0,-244.0,5147.0
Cap Spending USD Mil,-17870.0,-16010.0,-8634.0,-9800.0,-12650.0,-15126.0,-13458.0,-13727.0,-7309.0,-7199.0,-7161.0
Free Cash Flow USD Mil,28097.0,32591.0,15959.0,26323.0,20709.0,16205.0,15121.0,13983.0,12582.0,-7443.0,-2014.0
Free Cash Flow Per Share * USD,30.01,44.64,19.65,30.57,25.62,20.0,17.24,21.29,18.78,-6.07,
Working Capital USD Mil,244405.0,254715.0,316579.0,278864.0,235503.0,245645.0,255083.0,249856.0,64797.0,75478.0,
