Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,104286.0,118364.0,114552.0,126033.0,127245.0,120357.0,112298.0,56651.0,51463.0,48238.0,50641.0
Gross Margin %,24.9,24.2,23.6,23.9,23.4,23.2,23.1,19.8,19.3,18.7,18.5
Operating Income USD Mil,8719.0,10473.0,10136.0,11479.0,9677.0,-11057.0,7131.0,4256.0,3920.0,3549.0,3461.0
Operating Margin %,8.4,8.8,8.8,9.1,7.6,-9.2,6.4,7.5,7.6,7.4,6.8
Net Income USD Mil,7264.0,8329.0,7660.0,8761.0,7074.0,-12650.0,5113.0,5013.0,4554.0,2496.0,2358.0
Earnings Per Share USD,13.4,16.25,15.7,18.45,16.6,-32.05,13.1,13.1,12.4,7.15,6.85
Dividends USD,,,,0.01,0.11,0.1,0.11,0.12,0.06,,
Payout Ratio % *,,,,,,,,0.9,,,1.0
Shares Mil,543.0,513.0,487.0,474.0,426.0,395.0,390.0,382.0,367.0,349.0,342.0
Book Value Per Share * USD,,273.08,,,,,380.89,659.17,,,690.05
Operating Cash Flow USD Mil,9615.0,14591.0,13379.0,11922.0,12639.0,10571.0,11608.0,12333.0,6490.0,3230.0,3679.0
Cap Spending USD Mil,-3040.0,-2990.0,-3695.0,-4133.0,-4539.0,-3706.0,-3199.0,-3853.0,-3603.0,-433.0,-383.0
Free Cash Flow USD Mil,6575.0,11601.0,9684.0,7789.0,8100.0,6865.0,8409.0,8480.0,2887.0,2797.0,3296.0
Free Cash Flow Per Share * USD,,76.53,,,,,146.51,191.09,,,
Working Capital USD Mil,8142.0,-1211.0,9536.0,4781.0,579.0,3971.0,4843.0,6410.0,9596.0,-340.0,
