Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,12615.0,14010.0,10500.0,10525.0,11275.0,12237.0,12104.0,13878.0,13423.0,13788.0,14006.0
Gross Margin %,26.5,24.5,19.4,18.2,17.4,18.1,16.3,17.7,18.2,18.0,17.3
Operating Income USD Mil,1252.0,629.0,-149.0,546.0,772.0,1053.0,847.0,1096.0,1140.0,1173.0,1087.0
Operating Margin %,9.9,4.5,-1.4,5.2,6.8,8.6,7.0,7.9,8.5,8.5,7.8
Net Income USD Mil,917.0,486.0,-31.0,86.0,242.0,589.0,498.0,600.0,697.0,962.0,627.0
Earnings Per Share USD,3.6,1.94,-0.12,0.28,0.79,2.0,1.75,2.13,2.5,3.53,2.31
Dividends USD,,,,0.06,0.08,0.08,0.08,0.08,0.06,0.04,0.04
Payout Ratio % *,,,,,7.8,5.5,4.9,4.0,2.5,1.3,1.7
Shares Mil,255.0,250.0,263.0,303.0,307.0,295.0,284.0,282.0,279.0,272.0,271.0
Book Value Per Share * USD,8.54,10.39,7.61,8.21,9.17,9.21,9.23,13.63,15.71,19.78,18.81
Operating Cash Flow USD Mil,1049.0,750.0,1015.0,984.0,1063.0,927.0,810.0,1208.0,1090.0,1012.0,1230.0
Cap Spending USD Mil,-401.0,-550.0,-238.0,-270.0,-423.0,-480.0,-444.0,-429.0,-420.0,-446.0,-416.0
Free Cash Flow USD Mil,648.0,200.0,777.0,714.0,640.0,447.0,366.0,779.0,670.0,566.0,814.0
Free Cash Flow Per Share * USD,1.62,1.61,0.71,2.65,1.18,0.86,-0.11,3.16,1.96,1.31,
Working Capital USD Mil,7009.0,8874.0,10577.0,7339.0,5545.0,4199.0,2569.0,2635.0,2745.0,3321.0,
