Key Financials USD,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue USD Mil,101703.0,106632.0,108702.0,112084.0,122321.0,122196.0,137392.0,179045.0,190884.0,198533.0,201955.0
Gross Margin %,4.9,5.0,5.2,5.3,5.2,5.6,6.1,6.4,6.0,5.7,5.4
Operating Income USD Mil,1478.0,1196.0,2008.0,1821.0,2124.0,2347.0,2439.0,2968.0,3545.0,7109.0,6429.0
Operating Margin %,1.5,1.1,1.8,1.6,1.7,1.9,1.8,1.7,1.9,3.6,3.2
Net Income USD Mil,990.0,823.0,1263.0,1202.0,1403.0,1338.0,1263.0,1476.0,2258.0,5070.0,4531.0
Earnings Per Share USD,3.32,2.95,4.62,4.57,5.59,5.59,5.41,6.27,9.7,22.73,20.48
Dividends USD,,,,0.77,0.8,0.8,0.92,0.96,0.8,1.12,1.18
Payout Ratio % *,,,,17.9,15.3,12.1,16.5,13.1,8.0,12.4,5.8
Shares Mil,298.0,279.0,273.0,263.0,251.0,239.0,233.0,235.0,233.0,223.0,215.0
Book Value Per Share * USD,13.42,17.05,20.7,20.29,23.83,26.38,25.27,36.15,34.8,34.11,45.52
Operating Cash Flow USD Mil,869.0,1351.0,2316.0,2338.0,2950.0,2483.0,3136.0,3112.0,3672.0,4744.0,3155.0
Cap Spending USD Mil,-356.0,-392.0,-378.0,-388.0,-403.0,-406.0,-415.0,-545.0,-677.0,-562.0,-577.0
Free Cash Flow USD Mil,513.0,959.0,1938.0,1950.0,2547.0,2077.0,2721.0,2567.0,2995.0,4182.0,2578.0
Free Cash Flow Per Share * USD,1.09,2.59,5.29,5.25,6.77,3.71,6.94,13.28,7.1,23.85,
Working Capital USD Mil,2438.0,3065.0,4492.0,3631.0,1917.0,1813.0,3072.0,3173.0,3366.0,1336.0,
