Key Financials USD,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue USD Mil,10134.0,9043.0,8632.0,9613.0,10364.0,10459.0,10773.0,11454.0,12154.0,12574.0,12298.0
Gross Margin %,34.6,33.2,35.1,37.8,39.1,41.9,41.1,42.0,42.8,40.8,39.5
Operating Income USD Mil,1110.0,589.0,868.0,1284.0,1238.0,1573.0,1743.0,1953.0,2192.0,2003.0,1730.0
Operating Margin %,11.0,6.5,10.1,13.4,11.9,15.0,16.2,17.1,18.0,15.9,14.1
Net Income USD Mil,718.0,220.0,448.0,805.0,850.0,753.0,903.0,1042.0,1253.0,1158.0,951.0
Earnings Per Share USD,1.89,0.65,1.37,2.42,2.7,2.54,3.05,3.5,4.22,3.98,3.28
Dividends USD,0.6,0.6,0.6,0.6,0.8,1.0,1.2,1.36,2.0,2.4,2.4
Payout Ratio % *,,,,,,,,,46.2,58.2,73.2
Shares Mil,380.0,337.0,327.0,333.0,314.0,297.0,296.0,298.0,297.0,291.0,289.0
Book Value Per Share * USD,,,,,,,,,-41.63,-86.47,-76.21
Operating Cash Flow USD Mil,765.0,954.0,1174.0,1284.0,1266.0,1351.0,1248.0,1786.0,1869.0,1890.0,1617.0
Cap Spending USD Mil,-749.0,-479.0,-202.0,-274.0,-426.0,-588.0,-691.0,-715.0,-727.0,-990.0,-764.0
Free Cash Flow USD Mil,16.0,475.0,972.0,1010.0,840.0,763.0,557.0,1071.0,1142.0,900.0,853.0
Free Cash Flow Per Share * USD,,,,,,,,,58.33,69.2,
Working Capital USD Mil,1545.0,1612.0,1928.0,1088.0,842.0,667.0,1324.0,1553.0,2281.0,1451.0,
