Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,11263.0,12348.0,12562.0,12843.0,13893.0,13936.0,9413.0,10719.0,9968.0,10163.0,10432.0
Gross Margin %,49.0,49.6,51.9,46.4,50.7,51.2,44.2,42.7,41.6,40.4,42.2
Operating Income USD Mil,2168.0,2564.0,2877.0,2136.0,2946.0,2770.0,496.0,656.0,449.0,724.0,1257.0
Operating Margin %,19.2,20.8,22.9,16.6,21.2,19.9,5.3,6.1,4.5,7.1,12.0
Net Income USD Mil,1707.0,2014.0,2205.0,1420.0,2224.0,2326.0,2012.0,2497.0,968.0,4965.0,1031.0
Earnings Per Share USD,2.61,3.16,3.59,2.39,3.88,4.18,3.66,4.56,1.76,9.01,1.88
Dividends USD,0.72,0.91,1.07,1.18,1.26,1.57,1.92,2.05,1.27,0.51,0.58
Payout Ratio % *,,,,,,37.6,47.6,60.3,50.1,5.5,31.0
Shares Mil,654.0,637.0,614.0,594.0,573.0,556.0,549.0,547.0,549.0,551.0,553.0
Book Value Per Share * USD,,,,,,165.58,186.68,228.5,248.37,333.38,333.42
Operating Cash Flow USD Mil,2305.0,2515.0,2909.0,3003.0,2817.0,3106.0,3198.0,3215.0,1647.0,1654.0,2036.0
Cap Spending USD Mil,-692.0,-954.0,-1014.0,-963.0,-960.0,-1161.0,-1525.0,-1898.0,-911.0,-719.0,-610.0
Free Cash Flow USD Mil,1613.0,1561.0,1895.0,2040.0,1857.0,1945.0,1673.0,1317.0,736.0,935.0,1426.0
Free Cash Flow Per Share * USD,,,,,,45.6,38.52,36.15,4.26,28.88,
Working Capital USD Mil,3743.0,3513.0,3807.0,3948.0,3793.0,4501.0,4098.0,4309.0,6046.0,3830.0,
