Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,16594.0,21796.0,23651.0,29321.0,37905.0,46039.0,55519.0,66001.0,74989.0,90272.0,104596.0
Gross Margin %,59.9,60.4,62.6,64.5,65.2,62.7,60.4,61.1,62.4,61.1,59.9
Operating Income USD Mil,5084.0,6632.0,8312.0,10381.0,11742.0,13834.0,15403.0,16496.0,19360.0,23716.0,25121.0
Operating Margin %,30.6,30.4,35.1,35.4,31.0,30.0,27.7,25.0,25.8,26.3,24.0
Net Income USD Mil,4204.0,4227.0,6520.0,8505.0,9737.0,10737.0,12733.0,14136.0,16348.0,19478.0,21015.0
Earnings Per Share USD,6.65,6.66,10.21,13.17,14.89,16.16,18.79,20.57,22.84,27.85,29.89
Dividends USD,,,,,,,,,,,
Payout Ratio % *,,,,,,,,,,,
Shares Mil,632.0,634.0,638.0,646.0,654.0,665.0,678.0,687.0,693.0,699.0,701.0
Book Value Per Share * USD,396.2,620.99,741.23,893.1,1183.78,1417.95,1617.96,2139.51,2940.11,4021.82,4339.13
Operating Cash Flow USD Mil,5775.0,7853.0,9316.0,11081.0,14565.0,16619.0,18659.0,22376.0,26024.0,36036.0,36236.0
Cap Spending USD Mil,-2403.0,-2358.0,-810.0,-4018.0,-3438.0,-3273.0,-7358.0,-10959.0,-9915.0,-10212.0,-11955.0
Free Cash Flow USD Mil,3373.0,5494.0,8506.0,7063.0,11127.0,13346.0,11301.0,11417.0,16109.0,25824.0,24281.0
Free Cash Flow Per Share * USD,58.26,119.78,174.22,135.59,196.35,262.03,232.29,249.53,367.61,699.77,
Working Capital USD Mil,15254.0,17876.0,26419.0,31566.0,43845.0,46117.0,56978.0,63880.0,70804.0,88652.0,
