Key Financials USD,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue USD Mil,48283.0,48230.0,47220.0,48815.0,50208.0,50521.0,53417.0,56223.0,59074.0,65017.0,68909.0
Gross Margin %,34.6,34.2,34.9,35.1,34.6,34.3,34.6,34.8,34.8,34.6,34.3
Operating Income USD Mil,4705.0,3786.0,3112.0,3560.0,3277.0,3560.0,4149.0,4792.0,4971.0,5846.0,6757.0
Operating Margin %,9.7,7.8,6.6,7.3,6.5,7.0,7.8,8.5,8.4,9.0,9.8
Net Income USD Mil,2809.0,2195.0,1783.0,2010.0,1839.0,1959.0,2286.0,2698.0,2546.0,3093.0,3558.0
Earnings Per Share USD,1.86,1.49,1.21,1.42,1.43,1.69,2.14,2.71,2.73,3.47,4.16
Dividends USD,0.29,0.34,0.35,0.42,0.53,0.62,0.7,0.87,1.07,1.33,1.52
Payout Ratio % *,,,,,,,,,,,36.5
Shares Mil,1510.0,1468.0,1464.0,1403.0,1273.0,1152.0,1061.0,990.0,929.0,881.0,850.0
Book Value Per Share * USD,,,,,,,,,,,132.8
Operating Cash Flow USD Mil,4347.0,4122.0,4054.0,3852.0,4349.0,3762.0,4111.0,4929.0,4784.0,5617.0,5720.0
Cap Spending USD Mil,-4010.0,-3266.0,-1799.0,-1329.0,-1829.0,-1211.0,-940.0,-880.0,-1197.0,-1167.0,-1134.0
Free Cash Flow USD Mil,337.0,856.0,2255.0,2523.0,2520.0,2551.0,3171.0,4049.0,3587.0,4450.0,4586.0
Free Cash Flow Per Share * USD,,,,,,,,,,,
Working Capital USD Mil,935.0,1229.0,2377.0,2848.0,2181.0,2076.0,1420.0,732.0,69.0,26.0,
