Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,16283.0,17970.0,14143.0,16965.0,19557.0,20926.0,21963.0,23988.0,21813.0,19941.0,20958.0
Gross Margin %,61.1,59.7,67.6,67.8,65.5,66.8,67.7,69.4,74.0,75.5,75.1
Operating Income USD Mil,3375.0,4070.0,3379.0,4981.0,5724.0,6745.0,7446.0,8753.0,8052.0,7272.0,7775.0
Operating Margin %,20.7,22.6,23.9,29.4,29.3,32.2,33.9,36.5,36.9,36.5,37.1
Net Income USD Mil,1855.0,2335.0,1890.0,2780.0,3292.0,3943.0,4388.0,5180.0,4772.0,4233.0,4578.0
Earnings Per Share USD,1.73,2.27,1.87,2.77,3.36,4.14,4.71,5.75,5.49,5.07,5.65
Dividends USD,,,,0.56,0.96,1.25,1.48,1.91,1.65,1.16,2.42
Payout Ratio % *,,,,14.8,27.2,29.8,31.5,33.3,37.1,11.0,42.8
Shares Mil,1073.0,1030.0,1012.0,1005.0,980.0,952.0,932.0,901.0,869.0,835.0,811.0
Book Value Per Share * USD,10.02,11.08,11.34,13.41,14.93,15.72,16.57,20.07,22.2,23.52,20.72
Operating Cash Flow USD Mil,3277.0,4070.0,3234.0,4105.0,5873.0,6161.0,6823.0,7385.0,7344.0,7525.0,7456.0
Cap Spending USD Mil,-3117.0,-3168.0,-2484.0,-2482.0,-3261.0,-4012.0,-3496.0,-4346.0,-4650.0,-3505.0,-3280.0
Free Cash Flow USD Mil,160.0,902.0,750.0,1623.0,2612.0,2149.0,3327.0,3039.0,2694.0,4020.0,4176.0
Free Cash Flow Per Share * USD,0.09,0.6,0.38,1.12,2.05,1.46,2.42,2.91,3.34,3.65,
Working Capital USD Mil,-447.0,-67.0,998.0,480.0,410.0,495.0,199.0,914.0,924.0,-44.0,
