,parent_index,title,2013,2014,2015,2016,2017,2018
0,0,Revenue,10962818000.0,12574299000.0,14268716000.0,15149675000.0,15875118000.0,16680458000.0
1,1,Cost of revenue,9498456000.0,10925598000.0,12381189000.0,13130915000.0,13691824000.0,14362220000.0
2,2,Gross profit,1464362000.0,1648701000.0,1887527000.0,2018760000.0,2183294000.0,2318238000.0
3,3,Operating expenses,731767000.0,1155215000.0,890431000.0,959899000.0,1119520000.0,1161157000.0
4,3,"Sales, General and administrative",1031034000.0,1155215000.0,1257725000.0,1351935000.0,1488504000.0,1550713000.0
5,3,Other operating expenses,-299267000.0,0.0,-367294000.0,-392036000.0,-368984000.0,-389556000.0
6,3,Total operating expenses,731767000.0,1155215000.0,890431000.0,959899000.0,1119520000.0,1161157000.0
7,7,Operating income,732595000.0,493486000.0,997096000.0,1058861000.0,1063774000.0,1157081000.0
8,8,Interest Expense,32357000.0,30834000.0,24473000.0,36358000.0,56416000.0,65098000.0
9,9,Other income (expense),1113000.0,334670000.0,-3292000.0,-12559000.0,-953000.0,-1722000.0
10,10,Income before income taxes,701351000.0,797322000.0,969331000.0,1009944000.0,1006405000.0,1090261000.0
11,11,Provision for income taxes,267067000.0,304736000.0,371973000.0,386516000.0,379435000.0,407887000.0
12,12,Net income from continuing operations,434284000.0,492586000.0,597358000.0,623428000.0,626970000.0,682374000.0
13,13,Net income,434284000.0,492586000.0,597358000.0,623428000.0,626970000.0,682374000.0
14,14,Net income available to common shareholders,434284000.0,492586000.0,597358000.0,623428000.0,626970000.0,682374000.0
15,15,Earnings per share,,,,,,
16,16,Basic,1.9,2.2,2.77,3.07,3.29,3.68
17,17,Diluted,1.87,2.16,2.73,3.03,3.26,3.64
18,18,Weighted average shares outstanding,,,,,,
19,19,Basic,228095000.0,223589000.0,215617000.0,203275000.0,190343000.0,186093000.0
20,20,Diluted,231823000.0,227584000.0,218691000.0,205540000.0,192215000.0,187885500.0
21,21,EBITDA,828991000.0,930067000.0,1108977000.0,1183662000.0,1231696000.0,1329299000.0
