,parent_index,title,2013,2014,2015,2016,2017,2018
0,0,Revenue,9073000000.0,16358000000.0,16192000000.0,12399000000.0,20322000000.0,20322000000.0
1,1,Cost of revenue,7226000000.0,10921000000.0,10977000000.0,9894000000.0,11886000000.0,11886000000.0
2,2,Gross profit,1847000000.0,5437000000.0,5215000000.0,2505000000.0,8436000000.0,8436000000.0
3,3,Operating expenses,1611000000.0,2350000000.0,2217000000.0,2337000000.0,2568000000.0,2568000000.0
4,3,Research and development,931000000.0,1371000000.0,1540000000.0,1617000000.0,1824000000.0,1824000000.0
5,3,"Sales, General and administrative",562000000.0,707000000.0,719000000.0,659000000.0,743000000.0,743000000.0
6,3,"Restructuring, merger and acquisition",126000000.0,40000000.0,3000000.0,67000000.0,18000000.0,18000000.0
7,3,Other operating expenses,-8000000.0,232000000.0,-45000000.0,-6000000.0,-17000000.0,-17000000.0
8,3,Total operating expenses,1611000000.0,2350000000.0,2217000000.0,2337000000.0,2568000000.0,2568000000.0
9,9,Operating income,236000000.0,3087000000.0,2998000000.0,168000000.0,5868000000.0,5868000000.0
10,10,Interest Expense,231000000.0,352000000.0,371000000.0,437000000.0,601000000.0,601000000.0
11,11,Other income (expense),1280000000.0,-2000000.0,-18000000.0,-12000000.0,-71000000.0,-71000000.0
12,12,Income before taxes,1285000000.0,2733000000.0,2609000000.0,-281000000.0,5196000000.0,5196000000.0
13,13,Provision for income taxes,8000000.0,128000000.0,157000000.0,19000000.0,114000000.0,114000000.0
14,14,Other income,-83000000.0,474000000.0,447000000.0,25000000.0,8000000.0,8000000.0
15,15,Net income from continuing operations,1194000000.0,3079000000.0,2899000000.0,-275000000.0,5090000000.0,5090000000.0
16,16,Other,-4000000.0,-34000000.0,0.0,-1000000.0,-1000000.0,-1000000.0
17,17,Net income,1190000000.0,3045000000.0,2899000000.0,-276000000.0,5089000000.0,5089000000.0
18,18,Net income available to common shareholders,1190000000.0,3045000000.0,2899000000.0,-276000000.0,5089000000.0,5089000000.0
19,19,Earnings per share,,,,,,
20,20,Basic,1.16,2.87,2.71,-0.27,4.67,4.67
21,21,Diluted,1.13,2.54,2.47,-0.27,4.41,4.41
22,22,Weighted average shares outstanding,,,,,,
23,23,Basic,1021700000.0,1060000000.0,1070000000.0,1036000000.0,1089000000.0,1089000000.0
24,24,Diluted,1056300000.0,1198000000.0,1170000000.0,1036000000.0,1154000000.0,1154000000.0
25,25,EBITDA,3320000000.0,5188000000.0,5647000000.0,3136000000.0,9658000000.0,9658000000.0
