Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,10034.0,11203.0,9644.0,10311.0,10655.0,10128.0,10915.0,11686.0,11024.0,11107.0,11403.0
Gross Margin %,43.3,39.3,48.6,49.5,51.3,55.2,53.0,51.9,57.3,59.6,59.2
Operating Income USD Mil,1351.0,1391.0,1469.0,1620.0,1782.0,1823.0,1848.0,1948.0,2001.0,2214.0,2230.0
Operating Margin %,13.5,12.4,15.2,15.7,16.7,18.0,16.9,16.7,18.1,19.9,19.6
Net Income USD Mil,577.0,646.0,681.0,756.0,841.0,905.0,948.0,1021.0,984.0,1123.0,1186.0
Earnings Per Share USD,1.35,1.46,1.48,1.62,1.72,1.85,1.91,2.03,1.94,2.21,2.33
Dividends USD,0.91,0.94,0.97,1.0,1.03,1.07,1.11,1.2,1.28,1.36,1.42
Payout Ratio % *,67.6,64.5,65.2,62.3,59.9,57.8,58.1,60.8,65.6,61.8,60.9
Shares Mil,433.0,442.0,457.0,463.0,486.0,488.0,497.0,504.0,508.0,509.0,509.0
Book Value Per Share * USD,14.7,15.51,15.92,16.76,17.33,18.19,19.17,20.08,20.78,21.66,22.52
Operating Cash Flow USD Mil,1553.0,1680.0,1918.0,1894.0,2406.0,2005.0,2584.0,2648.0,3026.0,3052.0,2994.0
Cap Spending USD Mil,-2097.0,-2113.0,-1787.0,-2950.0,-2206.0,-2570.0,-3395.0,-3200.0,-3683.0,-3256.0,-3326.0
Free Cash Flow USD Mil,-544.0,-434.0,132.0,-1056.0,200.0,-565.0,-811.0,-552.0,-658.0,-203.0,-331.0
Free Cash Flow Per Share * USD,-1.25,-0.98,0.29,-2.28,-1.45,-1.16,-1.58,-1.31,0.1,-1.44,
Working Capital USD Mil,-834.0,-31.0,-252.0,196.0,-606.0,-312.0,-436.0,-700.0,-1148.0,-405.0,
