Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,13423.0,14625.0,13257.0,14914.0,13887.0,13794.0,13783.0,13268.0,12488.0,13263.0,13263.0
Gross Margin %,44.6,39.9,45.8,47.2,49.6,50.7,52.5,48.2,46.5,43.9,43.9
Operating Income USD Mil,2935.0,2523.0,3045.0,3710.0,3901.0,3836.0,4082.0,3112.0,2526.0,2489.0,2489.0
Operating Margin %,21.9,17.3,23.0,24.9,28.1,27.8,29.6,23.5,20.2,18.8,18.8
Net Income USD Mil,1838.0,1251.0,1611.0,2136.0,1981.0,2395.0,2391.0,1922.0,1438.0,1874.0,1874.0
Earnings Per Share USD,2.72,2.0,2.65,3.59,3.69,4.84,5.43,4.73,3.61,4.68,4.68
Dividends USD,,,,0.31,0.78,1.15,0.96,0.66,,,
Payout Ratio % *,,,,,,,,,,,
Shares Mil,676.0,625.0,608.0,594.0,538.0,495.0,440.0,406.0,398.0,401.0,401.0
Book Value Per Share * USD,,,,,,,,,,,40.36
Operating Cash Flow USD Mil,1776.0,2036.0,1151.0,2644.0,2498.0,3083.0,2597.0,2313.0,1371.0,1671.0,1671.0
Cap Spending USD Mil,-237.0,-288.0,-141.0,-155.0,-154.0,-160.0,-123.0,-142.0,-172.0,-195.0,-195.0
Free Cash Flow USD Mil,1539.0,1748.0,1010.0,2489.0,2344.0,2923.0,2474.0,2171.0,1199.0,1476.0,1476.0
Free Cash Flow Per Share * USD,,,,,,,,,,,
Working Capital USD Mil,-441.0,-340.0,679.0,1319.0,1023.0,2936.0,1317.0,804.0,850.0,2048.0,
