Key Financials USD,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue USD Mil,13515.0,14599.0,15817.0,15508.0,16184.0,16590.0,17005.0,20261.0,28833.0,29710.0,29639.0
Gross Margin %,74.5,75.9,75.9,76.1,76.0,75.1,74.5,68.9,68.3,68.7,69.1
Operating Income USD Mil,2885.0,2440.0,3969.0,3664.0,4294.0,4402.0,3813.0,3766.0,5291.0,5330.0,6068.0
Operating Margin %,21.3,16.7,25.1,23.6,26.5,26.5,22.4,18.6,18.4,17.9,20.5
Net Income USD Mil,2231.0,2070.0,3099.0,3096.0,3617.0,3467.0,3065.0,2675.0,3538.0,4028.0,5017.0
Earnings Per Share USD,3.9,3.68,5.58,5.72,6.82,6.74,6.04,4.82,4.96,5.78,7.28
Dividends USD,,,,0.21,0.39,0.52,0.56,0.46,0.57,0.65,0.21
Payout Ratio % *,,,,,,,,,,,
Shares Mil,571.0,563.0,555.0,541.0,530.0,514.0,507.0,555.0,713.0,696.0,688.0
Book Value Per Share * USD,64.81,,,,,,,,,,62.87
Operating Cash Flow USD Mil,3489.0,3878.0,4131.0,3741.0,4470.0,4883.0,4959.0,4902.0,5218.0,6880.0,5502.0
Cap Spending USD Mil,-606.0,-663.0,-635.0,-548.0,-499.0,-457.0,-396.0,-571.0,-1046.0,-1254.0,-1180.0
Free Cash Flow USD Mil,2883.0,3215.0,3496.0,3193.0,3971.0,4426.0,4563.0,4331.0,4172.0,5626.0,4322.0
Free Cash Flow Per Share * USD,15.95,,,,,,,,,,
Working Capital USD Mil,3787.0,4313.0,4718.0,4403.0,3658.0,13902.0,15651.0,21671.0,16435.0,10653.0,
