Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,3158.0,3580.0,2946.0,3800.0,4216.0,4404.0,4055.0,4147.0,4796.0,5854.0,6903.0
Gross Margin %,88.8,89.9,89.9,89.4,89.6,89.0,85.5,85.0,84.5,86.0,86.1
Operating Income USD Mil,858.0,1028.0,691.0,993.0,1099.0,1180.0,423.0,413.0,903.0,1494.0,1991.0
Operating Margin %,27.2,28.7,23.4,26.1,26.1,26.8,10.4,10.0,18.8,25.5,28.8
Net Income USD Mil,724.0,872.0,387.0,775.0,833.0,833.0,290.0,268.0,630.0,1169.0,1592.0
Earnings Per Share USD,1.21,1.59,0.73,1.47,1.65,1.66,0.56,0.53,1.24,2.32,3.18
Dividends USD,,,,,,,,,,,
Payout Ratio % *,,,,,,,,,,,
Shares Mil,599.0,549.0,531.0,526.0,504.0,503.0,513.0,508.0,507.0,504.0,501.0
Book Value Per Share * USD,,,,,,,,,,302.06,318.08
Operating Cash Flow USD Mil,1439.0,1281.0,1118.0,1113.0,1543.0,1500.0,1152.0,1287.0,1470.0,2200.0,2775.0
Cap Spending USD Mil,-132.0,-112.0,-120.0,-170.0,-210.0,-271.0,-188.0,-148.0,-185.0,-204.0,-189.0
Free Cash Flow USD Mil,1307.0,1169.0,998.0,943.0,1333.0,1229.0,963.0,1139.0,1285.0,1996.0,2586.0
Free Cash Flow Per Share * USD,,,,,,,,,,70.96,
Working Capital USD Mil,1721.0,1973.0,1629.0,2148.0,2521.0,3060.0,2520.0,2108.0,2608.0,3028.0,
