Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,10486.0,11890.0,5278.0,6638.0,7930.0,7486.0,6860.0,7637.0,7360.0,7499.0,8001.0
Gross Margin %,23.6,26.2,29.7,37.8,37.9,39.6,39.9,41.0,53.3,55.9,53.5
Operating Income USD Mil,1865.0,2533.0,1106.0,1407.0,1867.0,1612.0,1375.0,1569.0,226.0,700.0,1672.0
Operating Margin %,17.8,21.3,21.0,21.2,23.5,21.5,20.0,20.5,3.1,9.3,20.9
Net Income USD Mil,990.0,1418.0,285.0,-1097.0,376.0,859.0,430.0,2114.0,-571.0,-424.0,472.0
Earnings Per Share USD,1.63,2.4,0.49,-1.88,0.63,1.37,0.62,2.92,-0.76,-0.57,0.57
Dividends USD,,,,0.41,0.78,1.2,1.44,1.96,1.17,1.68,1.1
Payout Ratio % *,,,,,38.5,,157.1,66.5,414.3,,192.9
Shares Mil,610.0,593.0,586.0,591.0,598.0,625.0,687.0,724.0,749.0,751.0,809.0
Book Value Per Share * USD,7.49,10.5,,9.08,10.33,,5.27,10.05,9.03,6.13,8.35
Operating Cash Flow USD Mil,2237.0,3355.0,2572.0,2651.0,3439.0,1835.0,2217.0,2115.0,2678.0,3664.0,3404.0
Cap Spending USD Mil,-2816.0,-3475.0,-2387.0,-2788.0,-2796.0,-2529.0,-3572.0,-4031.0,-3167.0,-2051.0,-2201.0
Free Cash Flow USD Mil,-579.0,-120.0,185.0,-137.0,643.0,-694.0,-1355.0,-1916.0,-489.0,1613.0,1203.0
Free Cash Flow Per Share * USD,-0.65,-0.17,,0.11,0.72,,-1.26,-2.74,-0.51,0.45,
Working Capital USD Mil,1107.0,892.0,1316.0,-44.0,219.0,375.0,-300.0,-677.0,-970.0,-1487.0,
