Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,379.0,408.0,411.0,410.0,467.0,535.0,611.0,971.0,1194.0,1294.0,1348.0
Gross Margin %,67.5,67.6,66.0,65.1,66.3,67.8,67.7,67.8,69.6,69.9,70.3
Operating Income USD Mil,49.0,138.0,113.0,111.0,135.0,167.0,189.0,202.0,331.0,421.0,440.0
Operating Margin %,13.0,33.8,27.3,27.0,28.8,31.2,30.9,20.8,27.7,32.5,32.6
Net Income USD Mil,116.0,62.0,37.0,36.0,47.0,125.0,156.0,122.0,232.0,415.0,525.0
Earnings Per Share USD,4.24,2.09,2.91,1.14,1.24,3.41,4.04,2.06,3.49,6.27,7.98
Dividends USD,3.72,4.08,4.12,4.13,4.16,4.4,4.84,5.11,5.76,6.4,6.85
Payout Ratio % *,288.4,190.7,157.8,362.2,482.9,140.1,115.7,275.8,192.4,138.4,85.8
Shares Mil,25.0,25.0,30.0,30.0,33.0,35.0,37.0,57.0,65.0,66.0,66.0
Book Value Per Share * USD,30.76,30.6,35.64,35.91,38.79,46.4,48.27,92.8,94.03,92.92,94.88
Operating Cash Flow USD Mil,191.0,181.0,174.0,176.0,217.0,267.0,305.0,493.0,617.0,713.0,753.0
Cap Spending USD Mil,-557.0,-299.0,-192.0,-486.0,-232.0,-515.0,-429.0,-701.0,-830.0,-536.0,-640.0
Free Cash Flow USD Mil,-366.0,-118.0,-19.0,-311.0,-15.0,-247.0,-124.0,-208.0,-213.0,176.0,113.0
Free Cash Flow Per Share * USD,-14.57,-4.66,-0.63,-10.45,-7.08,-7.05,-8.08,-6.65,-0.46,2.58,
Working Capital USD Mil,,-49.0,-93.0,128.0,122.0,142.0,145.0,-160.0,46.0,115.0,
