Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,2202.0,2452.0,2535.0,2720.0,2896.0,2958.0,3050.0,3323.0,3416.0,3714.0,3875.0
Gross Margin %,60.7,61.3,62.2,62.5,62.1,62.0,60.8,62.1,61.9,63.1,62.8
Operating Income USD Mil,556.0,553.0,713.0,755.0,548.0,812.0,1213.0,782.0,844.0,948.0,1003.0
Operating Margin %,25.3,22.5,28.2,27.8,18.9,27.5,39.8,23.5,24.7,25.5,25.9
Net Income USD Mil,406.0,417.0,460.0,509.0,328.0,530.0,689.0,295.0,135.0,531.0,572.0
Earnings Per Share USD,3.84,4.05,4.6,5.32,3.69,6.16,8.39,3.76,1.77,7.03,7.58
Dividends USD,0.58,0.62,0.66,0.7,0.74,0.78,0.82,0.86,0.92,1.0,1.04
Payout Ratio % *,15.1,15.2,14.3,13.2,18.9,12.7,45.3,8.3,52.6,14.6,13.7
Shares Mil,106.0,102.0,99.0,94.0,87.0,84.0,81.0,77.0,75.0,75.0,75.0
Book Value Per Share * USD,18.44,19.93,22.87,19.2,21.87,23.57,19.42,24.46,20.06,23.62,27.68
Operating Cash Flow USD Mil,553.0,516.0,619.0,637.0,722.0,661.0,1123.0,660.0,798.0,547.0,729.0
Cap Spending USD Mil,-91.0,-69.0,-76.0,-64.0,-89.0,-92.0,-103.0,-140.0,-103.0,-101.0,-127.0
Free Cash Flow USD Mil,461.0,447.0,543.0,573.0,632.0,569.0,1020.0,520.0,694.0,445.0,602.0
Free Cash Flow Per Share * USD,4.36,4.36,5.48,6.06,7.01,6.74,6.71,14.44,9.13,4.89,
Working Capital USD Mil,960.0,1081.0,1210.0,1131.0,781.0,1399.0,1504.0,1433.0,831.0,1208.0,
