Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,367.0,573.0,666.0,903.0,1056.0,1149.0,1421.0,1861.0,2220.0,2398.0,2594.0
Gross Margin %,63.9,64.1,69.1,66.6,67.2,67.4,64.2,69.7,69.8,69.5,65.7
Operating Income USD Mil,-301.0,80.0,126.0,212.0,199.0,201.0,134.0,515.0,613.0,587.0,519.0
Operating Margin %,-82.1,14.0,18.8,23.4,18.9,17.5,9.4,27.7,27.6,24.5,20.0
Net Income USD Mil,-278.0,39.0,72.0,125.0,87.0,151.0,125.0,353.0,462.0,463.0,782.0
Earnings Per Share USD,-2.57,0.3,0.53,0.87,0.62,1.13,0.9,2.37,3.1,3.07,5.25
Dividends USD,,,,,,,,,,,
Payout Ratio % *,,,,,,,,,,,
Shares Mil,108.0,134.0,137.0,143.0,139.0,134.0,140.0,149.0,149.0,148.0,148.0
Book Value Per Share * USD,,,,,,,,130.84,229.97,316.16,375.27
Operating Cash Flow USD Mil,56.0,88.0,174.0,273.0,358.0,292.0,386.0,501.0,660.0,687.0,751.0
Cap Spending USD Mil,-24.0,-96.0,-55.0,-56.0,-80.0,-81.0,-91.0,-142.0,-143.0,-271.0,-318.0
Free Cash Flow USD Mil,32.0,-8.0,119.0,216.0,279.0,211.0,296.0,359.0,516.0,416.0,433.0
Free Cash Flow Per Share * USD,,,,,,,,37.31,45.25,59.01,
Working Capital USD Mil,397.0,355.0,540.0,724.0,1307.0,1482.0,1295.0,1167.0,1486.0,1613.0,
