Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,9861.0,11023.0,10350.0,12104.0,15658.0,17088.0,17699.0,18605.0,19820.0,20425.0,20972.0
Gross Margin %,66.5,67.2,54.9,55.7,49.8,49.4,53.1,58.7,69.6,70.0,69.8
Operating Income USD Mil,791.0,449.0,262.0,988.0,693.0,623.0,1278.0,2225.0,4116.0,3760.0,3587.0
Operating Margin %,8.0,4.1,2.5,8.2,4.4,3.6,7.2,12.0,20.8,18.4,17.1
Net Income USD Mil,645.0,178.0,99.0,459.0,178.0,421.0,754.0,1136.0,2181.0,2244.0,2122.0
Earnings Per Share USD,0.84,0.24,0.13,0.61,0.23,0.56,1.05,1.64,3.27,3.55,3.49
Dividends USD,0.01,0.01,0.01,0.01,0.01,0.03,0.13,0.22,0.28,0.38,0.42
Payout Ratio % *,,,,,,6.2,11.6,12.0,9.9,9.9,12.1
Shares Mil,768.0,739.0,741.0,747.0,775.0,757.0,718.0,696.0,669.0,633.0,609.0
Book Value Per Share * USD,,,,,,124.81,130.98,162.16,187.06,271.2,284.6
Operating Cash Flow USD Mil,2845.0,-1521.0,985.0,1561.0,1385.0,2064.0,2477.0,2902.0,3238.0,4293.0,4075.0
Cap Spending USD Mil,-1331.0,-923.0,-585.0,-493.0,-968.0,-1348.0,-1447.0,-1828.0,-2143.0,-2147.0,-2429.0
Free Cash Flow USD Mil,1514.0,-2444.0,400.0,1068.0,417.0,716.0,1030.0,1074.0,1095.0,2146.0,1646.0
Free Cash Flow Per Share * USD,,,,,,12.33,18.44,25.15,34.0,52.83,
Working Capital USD Mil,-395.0,87.0,682.0,974.0,-188.0,-423.0,-1220.0,-1519.0,-3382.0,-2346.0,
