Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,6418.0,6850.0,6222.0,7182.0,8078.0,8950.0,9438.0,9965.0,9973.0,10137.0,10263.0
Gross Margin %,40.6,41.0,41.8,41.8,43.5,43.8,43.8,43.3,42.4,40.6,39.6
Operating Income USD Mil,671.0,783.0,665.0,860.0,1052.0,1131.0,1297.0,1347.0,1300.0,1119.0,983.0
Operating Margin %,10.4,11.4,10.7,12.0,13.0,12.6,13.7,13.5,13.0,11.0,9.6
Net Income USD Mil,420.0,475.0,430.0,511.0,658.0,690.0,797.0,802.0,769.0,606.0,495.0
Earnings Per Share USD,4.94,5.97,5.62,6.93,9.07,9.52,11.13,11.45,11.58,9.87,8.44
Dividends USD,,,,1.78,2.52,3.06,3.59,4.17,4.59,2.39,5.0
Payout Ratio % *,,,,19.5,27.1,31.1,31.2,34.9,39.5,20.9,59.2
Shares Mil,85.0,78.0,75.0,72.0,71.0,71.0,71.0,69.0,66.0,61.0,59.0
Book Value Per Share * USD,17.08,20.16,,22.55,28.02,31.16,34.74,41.44,34.84,32.86,26.42
Operating Cash Flow USD Mil,469.0,530.0,732.0,596.0,746.0,816.0,986.0,960.0,990.0,1003.0,1035.0
Cap Spending USD Mil,-197.0,-195.0,-142.0,-121.0,-197.0,-250.0,-272.0,-387.0,-374.0,-284.0,-262.0
Free Cash Flow USD Mil,271.0,335.0,590.0,476.0,549.0,566.0,714.0,572.0,616.0,719.0,773.0
Free Cash Flow Per Share * USD,2.21,2.41,,6.16,5.27,5.73,7.58,6.44,8.6,9.06,
Working Capital USD Mil,974.0,1382.0,1355.0,1369.0,1307.0,1821.0,1848.0,1706.0,1260.0,1391.0,
