Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,404552.0,477359.0,310586.0,383221.0,486429.0,480681.0,438255.0,411939.0,268882.0,226094.0,253344.0
Gross Margin %,42.8,39.8,31.8,31.6,30.0,30.4,28.1,28.1,30.0,30.5,30.7
Operating Income USD Mil,71879.0,84070.0,35325.0,53218.0,73504.0,79053.0,57720.0,51916.0,22277.0,8422.0,16884.0
Operating Margin %,17.8,17.6,11.4,13.9,15.1,16.4,13.2,12.6,8.3,3.7,6.7
Net Income USD Mil,40610.0,45220.0,19280.0,30460.0,41060.0,44880.0,32580.0,32520.0,16150.0,7840.0,13010.0
Earnings Per Share USD,7.26,8.66,3.98,6.22,8.42,9.7,7.37,7.6,3.85,1.88,3.07
Dividends USD,1.73,1.59,1.76,2.26,1.85,2.18,2.46,2.7,2.88,2.98,3.04
Payout Ratio % *,23.7,18.3,44.2,36.4,21.9,22.5,31.3,33.2,59.9,138.3,99.0
Shares Mil,5594.0,5222.0,4848.0,4897.0,4875.0,4628.0,4419.0,4282.0,4196.0,4177.0,4233.0
Book Value Per Share * USD,246.93,307.14,305.75,365.67,461.67,480.28,510.75,633.93,714.16,852.67,825.56
Operating Cash Flow USD Mil,52002.0,59725.0,28438.0,48413.0,55345.0,56170.0,44914.0,45116.0,30344.0,22082.0,30051.0
Cap Spending USD Mil,-15387.0,-19318.0,-22491.0,-26871.0,-30975.0,-34271.0,-33669.0,-32952.0,-26490.0,-16163.0,-14788.0
Free Cash Flow USD Mil,36615.0,40407.0,5947.0,21542.0,24370.0,21899.0,11245.0,12164.0,3854.0,5919.0,15263.0
Free Cash Flow Per Share * USD,71.64,107.39,16.05,54.54,78.42,61.68,37.02,52.7,17.1,3.24,
Working Capital USD Mil,27651.0,23166.0,3174.0,-3649.0,-4542.0,321.0,-12416.0,-11723.0,-11353.0,-6222.0,
