Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,2277.0,2389.0,2326.0,2623.0,2788.0,2821.0,2953.0,3089.0,3023.0,3116.0,3307.0
Gross Margin %,41.8,40.6,40.2,41.7,39.6,41.7,43.5,44.1,44.7,44.9,43.8
Operating Income USD Mil,359.0,355.0,340.0,416.0,428.0,487.0,516.0,592.0,588.0,567.0,563.0
Operating Margin %,15.8,14.9,14.6,15.9,15.3,17.2,17.5,19.2,19.5,18.2,17.0
Net Income USD Mil,247.0,230.0,196.0,264.0,267.0,254.0,354.0,415.0,419.0,405.0,416.0
Earnings Per Share USD,2.82,2.86,2.46,3.26,3.26,3.09,4.29,5.06,5.16,5.05,5.22
Dividends USD,,,,,,0.68,1.46,1.72,2.06,1.84,2.61
Payout Ratio % *,,,,,,13.2,32.3,34.9,37.2,35.0,50.0
Shares Mil,88.0,80.0,79.0,80.0,81.0,82.0,82.0,81.0,81.0,80.0,79.0
Book Value Per Share * USD,4.59,6.52,,8.93,11.4,11.54,12.83,16.7,18.21,20.23,18.95
Operating Cash Flow USD Mil,314.0,221.0,292.0,315.0,189.0,324.0,408.0,518.0,434.0,535.0,393.0
Cap Spending USD Mil,-66.0,-85.0,-67.0,-106.0,-127.0,-126.0,-134.0,-143.0,-101.0,-126.0,-134.0
Free Cash Flow USD Mil,248.0,135.0,225.0,209.0,62.0,198.0,273.0,375.0,333.0,409.0,260.0
Free Cash Flow Per Share * USD,1.13,1.62,,1.98,0.91,0.72,2.8,3.25,4.33,4.29,
Working Capital USD Mil,652.0,710.0,644.0,664.0,753.0,950.0,1093.0,1191.0,714.0,711.0,
