Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,671.0,694.0,618.0,840.0,1422.0,1961.0,1750.0,1761.0,2197.0,2533.0,2618.0
Gross Margin %,74.0,74.1,70.4,71.5,71.6,71.7,69.1,69.0,70.3,72.5,72.5
Operating Income USD Mil,198.0,8.0,-44.0,-614.0,95.0,93.0,304.0,320.0,380.0,668.0,777.0
Operating Margin %,29.5,1.2,-7.1,-73.0,6.7,4.7,17.4,18.2,17.3,26.4,29.7
Net Income USD Mil,314.0,-49.0,-43.0,-1270.0,-153.0,-40.0,343.0,636.0,869.0,1210.0,1794.0
Earnings Per Share USD,2.96,-0.68,-0.37,-5.9,-0.51,-0.18,0.64,1.24,1.64,2.27,3.34
Dividends USD,2.0,1.56,1.12,1.12,1.12,1.12,1.12,1.32,1.52,1.68,1.3
Payout Ratio % *,,,,,,,,,65.3,99.4,38.9
Shares Mil,100.0,97.0,134.0,220.0,372.0,462.0,492.0,506.0,534.0,547.0,551.0
Book Value Per Share * USD,,,,,,352.51,358.08,,482.38,581.87,557.79
Operating Cash Flow USD Mil,241.0,301.0,242.0,253.0,207.0,463.0,485.0,705.0,963.0,1417.0,1780.0
Cap Spending USD Mil,-1358.0,-1216.0,-402.0,-273.0,-1081.0,-1128.0,-1442.0,-1742.0,-2313.0,-2202.0,-2089.0
Free Cash Flow USD Mil,-1117.0,-915.0,-160.0,-20.0,-874.0,-665.0,-957.0,-1038.0,-1350.0,-785.0,-308.0
Free Cash Flow Per Share * USD,,,,,,-18.85,-24.37,,-39.54,-42.86,
Working Capital USD Mil,,151.0,102.0,114.0,-243.0,-163.0,-7.0,-174.0,-449.0,251.0,
