Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,36134.0,40492.0,38754.0,31489.0,35810.0,35015.0,35299.0,34244.0,29636.0,25923.0,25700.0
Gross Margin %,33.4,32.9,36.0,37.7,36.6,37.3,37.1,36.8,38.8,39.1,38.9
Operating Income USD Mil,3966.0,3576.0,5183.0,2496.0,3498.0,3637.0,3971.0,3242.0,8897.0,2569.0,3169.0
Operating Margin %,11.0,8.8,13.4,7.9,9.8,10.4,11.2,9.5,30.0,9.9,12.3
Net Income USD Mil,2590.0,2884.0,3021.0,4114.0,3554.0,3067.0,3915.0,2184.0,7267.0,1659.0,2213.0
Earnings Per Share USD,1.62,1.9,2.03,2.39,2.01,1.71,2.19,1.28,4.44,1.05,1.44
Dividends USD,1.04,1.12,1.16,1.16,1.16,1.0,0.54,0.58,0.64,0.72,0.79
Payout Ratio % *,,91.8,57.1,80.6,63.4,,34.4,53.3,12.0,122.8,54.8
Shares Mil,1594.0,1515.0,1486.0,1720.0,1772.0,1789.0,1789.0,1709.0,1637.0,1573.0,1542.0
Book Value Per Share * USD,,208.98,194.95,254.18,290.09,,248.1,273.41,328.64,373.16,334.28
Operating Cash Flow USD Mil,3571.0,4141.0,5084.0,3748.0,4520.0,3923.0,6410.0,3562.0,3728.0,2838.0,2497.0
Cap Spending USD Mil,-1241.0,-1367.0,-1330.0,-1661.0,-1771.0,-1610.0,-1622.0,-1642.0,-2058.0,-1224.0,-1036.0
Free Cash Flow USD Mil,2330.0,2774.0,3754.0,2087.0,2749.0,2313.0,4788.0,1920.0,1670.0,1614.0,1461.0
Free Cash Flow Per Share * USD,,25.41,33.02,15.04,17.99,,11.18,39.64,22.37,21.75,
Working Capital USD Mil,-6349.0,322.0,963.0,561.0,-2243.0,749.0,-1180.0,-2257.0,-1964.0,-5937.0,
