Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,1017.0,1065.0,978.0,1084.0,1247.0,1290.0,1371.0,1520.0,1663.0,1864.0,1524.0
Gross Margin %,79.4,56.4,49.3,64.2,64.9,63.5,65.0,67.1,67.9,69.9,64.1
Operating Income USD Mil,106.0,-48.0,-84.0,112.0,119.0,59.0,118.0,175.0,77.0,-5.0,144.0
Operating Margin %,10.4,-4.5,-8.6,10.4,9.6,4.6,8.6,11.5,4.6,-0.2,9.5
Net Income USD Mil,660.0,381.0,58.0,301.0,647.0,202.0,135.0,518.0,284.0,250.0,117.0
Earnings Per Share USD,10.78,6.2,0.54,3.45,7.33,1.74,1.1,5.23,2.7,2.34,1.03
Dividends USD,2.89,2.74,0.68,0.4,0.55,1.08,1.49,2.1,2.52,2.94,3.1
Payout Ratio % *,147.3,,107.0,30.3,5.8,92.3,264.0,84.4,224.3,128.3,
Shares Mil,62.0,61.0,72.0,80.0,86.0,93.0,95.0,100.0,104.0,105.0,105.0
Book Value Per Share * USD,60.78,64.22,51.19,57.58,65.96,65.95,63.26,68.05,70.18,70.32,67.12
Operating Cash Flow USD Mil,407.0,385.0,275.0,321.0,313.0,354.0,386.0,490.0,526.0,635.0,543.0
Cap Spending USD Mil,-4282.0,-200.0,-107.0,-379.0,-606.0,-693.0,-791.0,-1409.0,-3060.0,-450.0,-419.0
Free Cash Flow USD Mil,-3875.0,184.0,168.0,-58.0,-293.0,-339.0,-405.0,-919.0,-2533.0,185.0,124.0
Free Cash Flow Per Share * USD,-62.62,3.04,2.33,-0.72,-3.31,-3.65,-1.39,-11.8,-26.95,1.34,
Working Capital USD Mil,,,504.0,-82.0,-2.0,403.0,303.0,154.0,655.0,653.0,
