Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,13033.0,14646.0,13460.0,14469.0,15793.0,15382.0,15456.0,15884.0,15714.0,16389.0,17186.0
Gross Margin %,41.5,38.3,37.5,37.2,34.8,32.9,31.1,34.4,39.9,42.7,40.6
Operating Income USD Mil,2725.0,2729.0,2154.0,2347.0,2255.0,1642.0,1329.0,1772.0,2574.0,3071.0,2858.0
Operating Margin %,20.9,18.6,16.0,16.2,14.3,10.7,8.6,11.2,16.4,18.7,16.6
Net Income USD Mil,2408.0,2330.0,1790.0,1978.0,1912.0,1298.0,1055.0,1216.0,1757.0,2779.0,2668.0
Earnings Per Share USD,2.95,2.9,2.24,2.47,2.42,1.67,1.36,1.56,2.26,3.72,3.68
Dividends USD,1.37,1.62,,0.4,1.0,1.0,1.0,1.0,1.1,1.34,1.5
Payout Ratio % *,,56.1,,16.3,41.2,59.8,70.5,55.5,58.5,40.1,40.6
Shares Mil,828.0,816.0,804.0,805.0,789.0,779.0,777.0,778.0,779.0,747.0,727.0
Book Value Per Share * USD,,16.92,17.06,18.75,19.67,19.23,19.14,20.59,20.98,25.26,24.13
Operating Cash Flow USD Mil,4069.0,3391.0,3342.0,3818.0,3766.0,2999.0,2834.0,3430.0,4545.0,5134.0,5322.0
Cap Spending USD Mil,-3312.0,-3353.0,-3380.0,-3579.0,-2696.0,-2332.0,-2149.0,-2583.0,-2294.0,-3062.0,-2942.0
Free Cash Flow USD Mil,757.0,38.0,-38.0,239.0,1070.0,667.0,685.0,847.0,2251.0,2072.0,2380.0
Free Cash Flow Per Share * USD,,0.06,-0.03,0.19,0.87,0.53,0.71,1.03,1.36,2.2,
Working Capital USD Mil,-5284.0,-4131.0,-3449.0,-4511.0,-4793.0,-5519.0,-4783.0,-5418.0,-4505.0,-5383.0,
