Key Financials USD,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue USD Mil,2582.0,2481.0,2469.0,2586.0,2723.0,2849.0,2991.0,3134.0,3089.0,2994.0,3140.0
Gross Margin %,65.6,63.6,65.2,66.7,65.9,68.6,69.5,69.7,69.4,67.5,67.5
Operating Income USD Mil,685.0,661.0,710.0,855.0,788.0,898.0,971.0,1027.0,1533.0,989.0,1075.0
Operating Margin %,26.5,26.6,28.8,33.1,28.9,31.5,32.5,32.8,49.6,33.0,34.2
Net Income USD Mil,440.0,435.0,449.0,572.0,513.0,591.0,659.0,684.0,1067.0,669.0,744.0
Earnings Per Share USD,0.95,0.96,1.01,1.3,1.19,1.38,1.53,1.6,2.61,1.71,1.92
Dividends USD,0.34,0.37,0.39,0.41,0.45,0.49,0.55,0.6,0.66,0.7,0.73
Payout Ratio % *,36.2,39.0,38.9,37.4,37.6,35.3,35.4,37.6,38.7,26.4,38.0
Shares Mil,464.0,454.0,446.0,440.0,432.0,430.0,430.0,426.0,409.0,390.0,387.0
Book Value Per Share * USD,3.81,4.03,4.3,4.36,4.85,3.55,4.42,4.89,3.58,3.08,4.29
Operating Cash Flow USD Mil,534.0,491.0,545.0,527.0,516.0,537.0,649.0,608.0,524.0,639.0,684.0
Cap Spending USD Mil,-66.0,-54.0,-37.0,-43.0,-68.0,-97.0,-129.0,-125.0,-110.0,-115.0,-143.0
Free Cash Flow USD Mil,468.0,437.0,508.0,484.0,448.0,440.0,520.0,483.0,414.0,524.0,541.0
Free Cash Flow Per Share * USD,1.01,0.96,1.14,1.07,1.04,1.06,1.01,1.16,1.36,1.09,
Working Capital USD Mil,472.0,738.0,981.0,1269.0,1345.0,1348.0,1616.0,1296.0,1442.0,1381.0,
