Key Financials USD,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue USD Mil,77349.0,71288.0,66176.0,67997.0,70395.0,74754.0,78812.0,83176.0,88519.0,94595.0,99228.0
Gross Margin %,33.6,33.7,33.9,34.3,34.5,34.6,34.2,34.1,34.2,34.2,34.1
Operating Income USD Mil,7242.0,4359.0,4803.0,5839.0,6661.0,7766.0,9166.0,10469.0,11774.0,13427.0,14419.0
Operating Margin %,9.4,6.1,7.3,8.6,9.5,10.4,11.6,12.6,13.3,14.2,14.5
Net Income USD Mil,4395.0,2260.0,2661.0,3338.0,3883.0,4535.0,5385.0,6345.0,7009.0,7957.0,8595.0
Earnings Per Share USD,2.37,1.34,1.57,2.01,2.47,3.0,3.76,4.71,5.46,6.45,7.21
Dividends USD,0.9,0.9,0.9,1.2,1.04,1.16,1.56,1.88,2.36,2.76,3.36
Payout Ratio % *,39.6,50.3,65.6,59.7,42.1,41.1,39.5,40.9,41.9,43.1,46.6
Shares Mil,1856.0,1686.0,1692.0,1658.0,1570.0,1511.0,1434.0,1346.0,1283.0,1234.0,1195.0
Book Value Per Share * USD,113.47,155.05,148.7,142.43,151.27,150.99,134.96,113.54,111.66,97.12,41.79
Operating Cash Flow USD Mil,5727.0,5528.0,5125.0,4585.0,6651.0,6975.0,7628.0,8242.0,9373.0,9783.0,11605.0
Cap Spending USD Mil,-3558.0,-1847.0,-966.0,-1096.0,-1221.0,-1312.0,-1389.0,-1442.0,-1503.0,-1621.0,-1830.0
Free Cash Flow USD Mil,2169.0,3681.0,4159.0,3489.0,5430.0,5663.0,6239.0,6800.0,7870.0,8162.0,9775.0
Free Cash Flow Per Share * USD,12.65,24.71,33.86,25.75,44.93,42.28,56.65,70.15,110.88,139.35,
Working Capital USD Mil,1968.0,2209.0,3537.0,3357.0,5144.0,3910.0,4530.0,4033.0,4467.0,3591.0,
