Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,,148979.0,104589.0,135592.0,150276.0,152256.0,155427.0,155929.0,152356.0,166380.0,164965.0
Gross Margin %,,-0.2,-7.3,12.3,12.7,7.1,11.6,8.9,12.0,12.8,12.3
Operating Income USD Mil,,-21230.0,-21023.0,5108.0,5656.0,-30363.0,5131.0,1530.0,4897.0,9545.0,8772.0
Operating Margin %,,-14.3,-20.1,3.8,3.8,-19.9,3.3,1.0,3.2,5.7,5.3
Net Income USD Mil,,-30943.0,104821.0,6172.0,9190.0,6188.0,5346.0,3949.0,9687.0,9427.0,3122.0
Earnings Per Share USD,,-53.47,113.18,2.89,4.58,2.92,2.38,1.65,5.91,6.0,2.04
Dividends USD,,,,,,,,1.2,1.38,1.52,1.14
Payout Ratio % *,,,,,,,,58.1,48.4,17.3,24.1
Shares Mil,,579.0,925.0,1624.0,1668.0,1675.0,1676.0,1687.0,1640.0,1570.0,1517.0
Book Value Per Share * USD,,,,213.16,307.7,246.65,251.3,367.69,401.46,618.1,570.73
Operating Cash Flow USD Mil,,-12065.0,-17239.0,6780.0,8166.0,10605.0,12630.0,10058.0,11978.0,16545.0,14396.0
Cap Spending USD Mil,,-7530.0,-5379.0,-4200.0,-7078.0,-8068.0,-7565.0,-7091.0,-7874.0,-9542.0,-9643.0
Free Cash Flow USD Mil,,-19595.0,-22618.0,2580.0,1088.0,2537.0,5065.0,2967.0,4104.0,7003.0,4753.0
Free Cash Flow Per Share * USD,,,,19.7,-4.89,19.74,12.61,26.87,55.56,73.14,
Working Capital USD Mil,,-31341.0,6812.0,5896.0,11315.0,16004.0,19089.0,17969.0,6541.0,-8978.0,
