Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,17347.0,13376.0,10666.0,12461.0,13832.0,15668.0,17517.0,19108.0,20862.0,21609.0,21331.0
Gross Margin %,16.1,16.8,17.9,17.1,16.7,15.9,15.8,15.6,15.6,15.3,15.5
Operating Income USD Mil,701.0,-1280.0,408.0,497.0,572.0,645.0,740.0,820.0,873.0,890.0,851.0
Operating Margin %,4.0,-9.6,3.8,4.0,4.1,4.1,4.2,4.3,4.2,4.1,4.0
Net Income USD Mil,278.0,-1243.0,198.0,226.0,281.0,316.0,374.0,418.0,443.0,431.0,399.0
Earnings Per Share USD,1.39,-6.99,1.12,1.43,1.91,2.52,3.04,3.52,3.89,4.15,3.95
Dividends USD,,,,,,,,,,,
Payout Ratio % *,,,,,,,,,,,
Shares Mil,200.0,178.0,177.0,158.0,147.0,125.0,123.0,119.0,114.0,103.0,101.0
Book Value Per Share * USD,19.26,12.43,13.41,14.01,14.91,13.97,16.49,17.76,20.44,22.06,24.12
Operating Cash Flow USD Mil,207.0,685.0,370.0,252.0,376.0,317.0,484.0,485.0,507.0,516.0,494.0
Cap Spending USD Mil,-160.0,-117.0,-76.0,-162.0,-149.0,-160.0,-161.0,-209.0,-247.0,-245.0,-285.0
Free Cash Flow USD Mil,47.0,568.0,294.0,90.0,227.0,156.0,323.0,275.0,260.0,272.0,209.0
Free Cash Flow Per Share * USD,0.23,3.19,1.66,0.57,1.12,1.24,2.5,2.2,2.36,2.4,
Working Capital USD Mil,337.0,98.0,387.0,229.0,213.0,159.0,78.0,117.0,-457.0,-1114.0,
