Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,11331.0,13573.0,7654.0,13875.0,14730.0,14610.0,15048.0,15692.0,15194.0,15237.0,15605.0
Gross Margin %,,,,,,,,,,,
Operating Income USD Mil,3225.0,1946.0,-2208.0,3694.0,3617.0,3357.0,3777.0,3563.0,4235.0,4725.0,5034.0
Operating Margin %,28.5,14.3,-28.8,26.6,24.6,23.0,25.1,22.7,27.9,31.0,32.3
Net Income USD Mil,2039.0,1419.0,-1084.0,2518.0,2516.0,2437.0,2104.0,2567.0,3158.0,3547.0,3785.0
Earnings Per Share USD,2.18,1.2,-1.16,2.06,2.03,1.73,1.73,2.15,2.71,3.15,3.41
Dividends USD,,,,,,,,,,,
Payout Ratio % *,,,,,,,,,,,
Shares Mil,935.0,1148.0,1179.0,1216.0,1223.0,1178.0,1154.0,1137.0,1113.0,1072.0,1047.0
Book Value Per Share * USD,,,,,,,,,,,693.04
Operating Cash Flow USD Mil,3970.0,2914.0,3781.0,4050.0,2211.0,1629.0,-642.0,4484.0,4127.0,6246.0,8039.0
Cap Spending USD Mil,-312.0,-262.0,-318.0,-230.0,-642.0,-652.0,-609.0,-791.0,-601.0,-825.0,-1263.0
Free Cash Flow USD Mil,3658.0,2652.0,3463.0,3820.0,1569.0,977.0,-1251.0,3693.0,3526.0,5421.0,6776.0
Free Cash Flow Per Share * USD,,,,,,,,,,,
Working Capital USD Mil,,,,,,,,,,,
