Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,75431.0,81186.0,87138.0,94155.0,101862.0,110618.0,122489.0,130474.0,157107.0,184840.0,196633.0
Gross Margin %,25.5,23.8,23.0,24.6,24.7,25.2,24.4,25.3,23.6,23.5,23.5
Operating Income USD Mil,7849.0,5263.0,6359.0,7864.0,8464.0,9254.0,9623.0,10274.0,11021.0,12930.0,14419.0
Operating Margin %,10.4,6.5,7.3,8.4,8.3,8.4,7.9,7.9,7.0,7.0,7.3
Net Income USD Mil,4654.0,2977.0,3822.0,4634.0,5142.0,5526.0,5625.0,5619.0,5813.0,7017.0,8625.0
Earnings Per Share USD,3.42,2.4,3.24,4.1,4.73,5.28,5.5,5.7,6.01,7.25,8.8
Dividends USD,,,,0.42,0.61,0.8,1.05,1.41,1.38,1.88,2.13
Payout Ratio % *,,,,7.3,12.8,14.2,18.6,23.5,27.8,18.5,24.1
Shares Mil,1361.0,1241.0,1179.0,1131.0,1087.0,1046.0,1023.0,986.0,967.0,968.0,979.0
Book Value Per Share * USD,11.21,11.66,13.92,17.83,20.71,22.39,23.57,28.11,31.81,37.41,39.81
Operating Cash Flow USD Mil,5877.0,4238.0,5625.0,6273.0,6968.0,7155.0,6991.0,8051.0,9740.0,9795.0,14764.0
Cap Spending USD Mil,-871.0,-791.0,-739.0,-878.0,-1067.0,-1070.0,-1307.0,-1525.0,-1556.0,-1705.0,-1876.0
Free Cash Flow USD Mil,5006.0,3447.0,4886.0,5395.0,5901.0,6085.0,5684.0,6526.0,8184.0,8090.0,12888.0
Free Cash Flow Per Share * USD,2.71,1.63,3.08,3.51,5.42,2.87,4.48,4.34,6.78,12.72,
Working Capital USD Mil,-2948.0,-4771.0,-3963.0,-5307.0,-3572.0,-6064.0,-7501.0,-7067.0,-11259.0,-15373.0,
