Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,98786.0,103630.0,95758.0,99871.0,106916.0,102874.0,98367.0,92793.0,81741.0,79919.0,78367.0
Gross Margin %,42.2,44.1,45.7,46.1,46.9,49.0,49.5,50.0,49.8,47.9,46.3
Operating Income USD Mil,13516.0,15938.0,17012.0,18151.0,20286.0,21082.0,20312.0,18532.0,15690.0,13105.0,12170.0
Operating Margin %,13.7,15.4,17.8,18.2,19.0,20.5,20.6,20.0,19.2,16.4,15.5
Net Income USD Mil,10418.0,12334.0,13425.0,14833.0,15855.0,16604.0,16483.0,12022.0,13190.0,11872.0,11308.0
Earnings Per Share USD,7.15,8.89,10.01,11.52,13.06,14.37,14.94,11.9,13.42,12.38,11.95
Dividends USD,,0.5,,1.95,2.9,3.3,3.7,4.25,5.0,5.5,5.8
Payout Ratio % *,,,,16.9,22.2,23.0,25.1,26.6,33.0,44.1,48.5
Shares Mil,1457.0,1388.0,1341.0,1287.0,1214.0,1155.0,1103.0,1010.0,983.0,959.0,943.0
Book Value Per Share * USD,,,,18.77,19.16,16.88,18.85,14.39,13.77,17.98,21.2
Operating Cash Flow USD Mil,16094.0,18812.0,20773.0,19549.0,19846.0,19586.0,17485.0,16868.0,17008.0,16958.0,14844.0
Cap Spending USD Mil,-5505.0,-4887.0,-4077.0,-4754.0,-4667.0,-4717.0,-4140.0,-4183.0,-4151.0,-4150.0,-3799.0
Free Cash Flow USD Mil,10589.0,13925.0,16696.0,14795.0,15179.0,14869.0,13345.0,12685.0,12857.0,12808.0,11045.0
Free Cash Flow Per Share * USD,,,,11.49,12.0,12.87,11.8,12.64,13.82,15.02,
Working Capital USD Mil,8867.0,6569.0,12933.0,7554.0,8805.0,5808.0,11196.0,9822.0,8235.0,7613.0,
