Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,48418.0,48296.0,50009.0,65165.0,61035.0,54657.0,51584.0,49605.0,48851.0,52824.0,52471.0
Gross Margin %,76.8,83.2,82.2,77.3,79.5,82.0,81.4,80.7,80.3,76.7,78.7
Operating Income USD Mil,7519.0,9694.0,10827.0,9471.0,12706.0,15264.0,15184.0,13499.0,12976.0,13730.0,14066.0
Operating Margin %,15.5,20.1,21.7,14.5,20.8,27.9,29.4,27.2,26.6,26.0,26.8
Net Income USD Mil,8144.0,8104.0,8635.0,8257.0,10009.0,14570.0,22003.0,9135.0,6960.0,7215.0,9809.0
Earnings Per Share USD,1.17,1.2,1.23,1.02,1.27,1.94,3.19,1.42,1.11,1.17,1.62
Dividends USD,,,,0.59,0.8,0.88,0.96,1.04,1.12,0.9,1.26
Payout Ratio % *,,,,56.8,61.4,66.7,62.3,63.0,82.7,88.0,77.8
Shares Mil,6939.0,6750.0,7045.0,8074.0,7870.0,7508.0,6895.0,6424.0,6257.0,6159.0,6071.0
Book Value Per Share * USD,6.69,7.07,5.71,8.27,9.17,8.47,8.86,10.2,9.9,9.86,8.68
Operating Cash Flow USD Mil,13353.0,18238.0,16587.0,11454.0,20240.0,17054.0,17765.0,16883.0,14512.0,15901.0,15478.0
Cap Spending USD Mil,-1880.0,-1701.0,-1205.0,-1513.0,-1660.0,-1327.0,-1465.0,-1583.0,-1496.0,-1999.0,-2213.0
Free Cash Flow USD Mil,11473.0,16537.0,15382.0,9941.0,18580.0,15727.0,16300.0,15300.0,13016.0,13902.0,13265.0
Free Cash Flow Per Share * USD,1.18,1.47,1.71,0.81,1.9,1.55,1.63,1.99,2.03,1.95,
Working Capital USD Mil,25014.0,16067.0,24445.0,31859.0,29659.0,32796.0,32878.0,36071.0,14405.0,7834.0,
