Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,,,14214.0,15638.0,17444.0,18380.0,18790.0,19960.0,22859.0,25638.0,27273.0
Gross Margin %,,,71.5,72.5,73.4,75.5,75.6,77.8,80.3,77.2,76.8
Operating Income USD Mil,,,4932.0,4717.0,3620.0,5817.0,5664.0,3411.0,7537.0,9384.0,10156.0
Operating Margin %,,,34.7,30.2,20.8,31.6,30.1,17.1,33.0,36.6,37.2
Net Income USD Mil,,,4637.0,4178.0,3433.0,5275.0,4128.0,1774.0,5144.0,5953.0,6648.0
Earnings Per Share USD,,,,2.65,2.18,3.35,2.56,1.1,3.13,3.63,4.12
Dividends USD,,,,,,,1.6,1.66,2.02,2.28,2.49
Payout Ratio % *,,,,,,,42.3,71.3,112.9,60.0,60.4
Shares Mil,,,,1577.0,1577.0,1577.0,1604.0,1610.0,1637.0,1631.0,1608.0
Book Value Per Share * USD,,,,,,,29.48,43.04,52.52,84.22,80.38
Operating Cash Flow USD Mil,,,5367.0,4976.0,6247.0,6345.0,6267.0,3549.0,7535.0,7041.0,8917.0
Cap Spending USD Mil,,,-313.0,-448.0,-356.0,-333.0,-491.0,-612.0,-532.0,-479.0,-461.0
Free Cash Flow USD Mil,,,5055.0,4528.0,5891.0,6012.0,5776.0,2937.0,7003.0,6562.0,8456.0
Free Cash Flow Per Share * USD,,,,,,,45.32,43.64,47.52,88.14,
Working Capital USD Mil,,,,4457.0,1457.0,8578.0,10969.0,4688.0,5420.0,6406.0,
