Key Financials USD,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue USD Mil,860.0,803.0,1072.0,1419.0,1568.0,1792.0,2292.0,3258.0,3289.0,3651.0,3651.0
Gross Margin %,39.9,39.6,42.6,43.7,42.5,42.8,44.6,47.7,50.6,50.4,50.4
Operating Income USD Mil,90.0,72.0,200.0,295.0,255.0,345.0,565.0,1023.0,1119.0,1253.0,1253.0
Operating Margin %,10.5,8.9,18.6,20.8,16.3,19.3,24.7,31.4,34.0,34.3,34.3
Net Income USD Mil,111.0,95.0,137.0,226.0,202.0,278.0,457.0,798.0,995.0,1010.0,1010.0
Earnings Per Share USD,0.68,0.56,0.75,1.19,1.05,1.45,2.38,4.1,5.18,5.41,5.41
Dividends USD,,,,,,,0.22,0.65,1.06,1.16,1.16
Payout Ratio % *,,,,,,,5.7,13.1,20.5,21.5,21.4
Shares Mil,165.0,170.0,183.0,190.0,192.0,192.0,192.0,195.0,192.0,186.0,186.0
Book Value Per Share * USD,5.7,6.46,7.37,8.63,9.37,10.64,12.61,15.95,19.01,21.29,22.19
Operating Cash Flow USD Mil,174.0,210.0,223.0,366.0,285.0,499.0,772.0,992.0,1096.0,1471.0,1471.0
Cap Spending USD Mil,-65.0,-39.0,-89.0,-101.0,-94.0,-123.0,-208.0,-430.0,-195.0,-315.0,-315.0
Free Cash Flow USD Mil,109.0,171.0,134.0,265.0,191.0,375.0,563.0,563.0,900.0,1156.0,1156.0
Free Cash Flow Per Share * USD,0.66,1.01,0.73,1.39,1.46,1.43,2.95,3.07,2.83,6.73,
Working Capital USD Mil,346.0,393.0,586.0,569.0,701.0,894.0,1131.0,1450.0,1792.0,2246.0,
