Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,13477.0,16157.0,11112.0,12679.0,14806.0,10184.0,11872.0,12195.0,7763.0,8921.0,11036.0
Gross Margin %,13.4,12.0,18.1,16.3,16.1,16.1,9.9,12.4,19.5,19.7,16.6
Operating Income USD Mil,821.0,917.0,895.0,943.0,1159.0,953.0,881.0,1144.0,996.0,1286.0,1313.0
Operating Margin %,6.1,5.7,8.1,7.4,7.8,9.4,7.4,9.4,12.8,14.4,11.9
Net Income USD Mil,305.0,312.0,305.0,335.0,361.0,361.0,267.0,314.0,245.0,352.0,415.0
Earnings Per Share USD,1.4,1.48,1.44,1.55,1.68,1.71,1.27,1.49,1.16,1.66,1.63
Dividends USD,0.7,0.78,0.82,0.91,1.08,1.27,1.48,2.13,2.43,2.46,2.59
Payout Ratio % *,50.1,52.9,57.1,58.7,68.4,77.4,104.4,140.8,159.3,179.6,158.9
Shares Mil,219.0,212.0,213.0,216.0,214.0,211.0,210.0,210.0,211.0,212.0,256.0
Book Value Per Share * USD,9.46,9.96,10.42,11.46,10.59,10.39,10.6,2.99,1.98,1.02,13.98
Operating Cash Flow USD Mil,1030.0,476.0,1453.0,834.0,1360.0,991.0,1295.0,1286.0,1007.0,1352.0,1366.0
Cap Spending USD Mil,-884.0,-1473.0,-791.0,-583.0,-1336.0,-1866.0,-2257.0,-1779.0,-1188.0,-625.0,-464.0
Free Cash Flow USD Mil,146.0,-997.0,661.0,251.0,24.0,-875.0,-962.0,-494.0,-181.0,727.0,902.0
Free Cash Flow Per Share * USD,0.67,-4.72,3.11,1.17,0.07,-4.15,-4.65,-3.42,-1.88,2.29,
Working Capital USD Mil,70.0,-816.0,-750.0,-772.0,-927.0,-48.0,-326.0,-1085.0,-663.0,-1407.0,
