Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,4230.0,5336.0,7011.0,7949.0,8385.0,9702.0,11202.0,24890.0,32639.0,30390.0,27478.0
Gross Margin %,81.8,78.9,77.2,76.5,74.7,74.5,74.5,84.8,87.7,86.0,84.8
Operating Income USD Mil,2165.0,2679.0,3529.0,3962.0,3790.0,4010.0,4524.0,15265.0,22193.0,17633.0,15878.0
Operating Margin %,51.2,50.2,50.3,49.8,45.2,41.3,40.4,61.3,68.0,58.0,57.8
Net Income USD Mil,1615.0,1979.0,2636.0,2901.0,2804.0,2592.0,3075.0,12101.0,18108.0,13501.0,11601.0
Earnings Per Share USD,0.84,1.03,1.41,1.66,1.77,1.64,1.81,7.35,11.91,9.94,8.79
Dividends USD,,,,,,,,,1.29,1.37,2.03
Payout Ratio % *,,,,,,,,,7.8,12.3,23.0
Shares Mil,1929.0,1918.0,1868.0,1747.0,1580.0,1583.0,1695.0,1647.0,1521.0,1358.0,1321.0
Book Value Per Share * USD,1.09,1.62,2.19,2.69,3.14,4.28,5.16,7.45,11.21,12.18,16.2
Operating Cash Flow USD Mil,1765.0,2205.0,3080.0,2834.0,3639.0,3195.0,3105.0,12818.0,20329.0,16669.0,12306.0
Cap Spending USD Mil,-79.0,-115.0,-230.0,-62.0,-132.0,-397.0,-191.0,-557.0,-747.0,-748.0,-539.0
Free Cash Flow USD Mil,1687.0,2090.0,2850.0,2772.0,3507.0,2798.0,2914.0,12261.0,19582.0,15921.0,11767.0
Free Cash Flow Per Share * USD,0.6,0.73,0.94,1.26,1.56,1.61,1.17,4.95,10.44,11.75,
Working Capital USD Mil,2292.0,3079.0,2941.0,3243.0,11404.0,1886.0,948.0,11953.0,14872.0,11226.0,
