Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,294.0,325.0,323.0,333.0,412.0,485.0,780.0,934.0,1023.0,1103.0,1193.0
Gross Margin %,,98.3,98.0,98.3,96.3,95.6,95.0,94.2,94.6,94.3,94.1
Operating Income USD Mil,126.0,112.0,120.0,117.0,141.0,143.0,183.0,233.0,266.0,298.0,330.0
Operating Margin %,42.7,34.3,37.1,35.0,34.2,29.5,23.5,25.0,26.0,27.0,27.6
Net Income USD Mil,140.0,132.0,131.0,131.0,157.0,159.0,246.0,271.0,284.0,316.0,350.0
Earnings Per Share USD,1.16,1.06,1.03,1.01,1.05,0.86,1.06,1.04,1.09,1.13,1.22
Dividends USD,1.57,1.67,1.71,1.72,1.74,1.78,2.18,2.19,2.27,2.4,2.51
Payout Ratio % *,152.4,183.2,180.7,187.3,173.4,233.9,285.8,246.0,205.1,213.3,205.5
Shares Mil,100.0,101.0,104.0,106.0,126.0,133.0,192.0,219.0,236.0,256.0,268.0
Book Value Per Share * USD,11.87,11.67,11.03,12.78,14.55,13.51,21.21,22.97,22.54,24.44,26.1
Operating Cash Flow USD Mil,318.0,246.0,227.0,243.0,299.0,326.0,519.0,628.0,692.0,804.0,865.0
Cap Spending USD Mil,-507.0,-0.0,-1.0,-15.0,,-7.0,-9.0,-1234.0,-1278.0,-1812.0,-1756.0
Free Cash Flow USD Mil,-189.0,246.0,226.0,228.0,299.0,320.0,510.0,-607.0,-586.0,-1008.0,-891.0
Free Cash Flow Per Share * USD,-1.89,2.43,2.18,2.15,2.23,2.41,2.61,3.82,-2.44,-1.76,
Working Capital USD Mil,,,-35.0,-37.0,-61.0,-67.0,-94.0,-99.0,-44.0,-62.0,
