Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,1406.0,2255.0,2690.0,3626.0,4842.0,5506.0,6493.0,7670.0,9256.0,11229.0,12500.0
Gross Margin %,90.7,88.5,92.0,91.5,91.2,94.6,94.8,95.0,95.5,96.1,96.4
Operating Income USD Mil,425.0,-1464.0,842.0,990.0,1443.0,1746.0,1809.0,2519.0,2254.0,3166.0,4439.0
Operating Margin %,30.2,-64.9,31.3,27.3,29.8,31.7,27.9,32.8,24.4,28.2,35.5
Net Income USD Mil,226.0,-1534.0,777.0,881.0,1318.0,1456.0,1450.0,2000.0,1602.0,1999.0,3450.0
Earnings Per Share USD,0.27,-1.73,0.83,0.94,1.43,1.65,1.68,2.39,1.94,2.49,4.26
Dividends USD,,,,,,,,,,,
Payout Ratio % *,,,,,,,,,,,
Shares Mil,864.0,885.0,935.0,939.0,925.0,882.0,861.0,836.0,824.0,803.0,810.0
Book Value Per Share * USD,,,,,,,94.11,106.31,118.81,150.45,240.09
Operating Cash Flow USD Mil,478.0,182.0,910.0,1182.0,1809.0,2019.0,2226.0,2806.0,2484.0,3976.0,4770.0
Cap Spending USD Mil,-64.0,-77.0,-93.0,-99.0,-132.0,-160.0,-139.0,-175.0,-286.0,-236.0,-242.0
Free Cash Flow USD Mil,413.0,105.0,816.0,1083.0,1677.0,1858.0,2087.0,2631.0,2197.0,3740.0,4528.0
Free Cash Flow Per Share * USD,,,,,,,29.79,41.6,42.73,86.87,
Working Capital USD Mil,2651.0,2314.0,3350.0,3273.0,2813.0,3843.0,5605.0,7600.0,7432.0,7908.0,
