Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,26858.0,28374.0,30052.0,28035.0,29682.0,33013.0,34182.0,36918.0,39678.0,41490.0,42693.0
Gross Margin %,83.6,83.7,83.8,82.3,82.6,82.7,82.5,83.0,83.3,83.3,83.2
Operating Income USD Mil,2928.0,2935.0,3801.0,4447.0,2220.0,4816.0,4576.0,5440.0,5918.0,6186.0,5935.0
Operating Margin %,10.9,10.3,12.6,15.9,7.5,14.6,13.4,14.7,14.9,14.9,13.9
Net Income USD Mil,874.0,673.0,1054.0,1207.0,2465.0,1605.0,1556.0,1875.0,2129.0,2890.0,2662.0
Earnings Per Share USD,,,2.44,2.76,4.97,3.49,3.37,4.16,4.99,7.3,7.01
Dividends USD,,,,,,,,,,,
Payout Ratio % *,,,,,,,,,,,
Shares Mil,,,432.0,437.0,496.0,459.0,462.0,450.0,427.0,396.0,377.0
Book Value Per Share * USD,,,,,,,,,,,
Operating Cash Flow USD Mil,1396.0,1797.0,2747.0,3085.0,3933.0,4175.0,3680.0,4448.0,4734.0,5653.0,5391.0
Cap Spending USD Mil,-1444.0,-1600.0,-1317.0,-1325.0,-1679.0,-1862.0,-1943.0,-2176.0,-2375.0,-2760.0,-2909.0
Free Cash Flow USD Mil,-48.0,197.0,1430.0,1760.0,2254.0,2313.0,1737.0,2272.0,2359.0,2893.0,2482.0
Free Cash Flow Per Share * USD,,,,,,,,,,,
Working Capital USD Mil,2356.0,2391.0,2264.0,2650.0,1679.0,1591.0,2342.0,3450.0,3716.0,3252.0,
