Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,16691.0,22326.0,21990.0,20849.0,23381.0,27577.0,27352.0,21532.0,18114.0,19037.0,19483.0
Gross Margin %,4.8,5.4,5.9,3.4,4.9,3.2,5.0,6.5,6.0,4.2,3.3
Operating Income USD Mil,609.0,981.0,1123.0,549.0,985.0,734.0,1190.0,1216.0,926.0,599.0,458.0
Operating Margin %,3.6,4.4,5.1,2.6,4.2,2.7,4.4,5.6,5.1,3.1,2.4
Net Income USD Mil,533.0,720.0,685.0,357.0,594.0,456.0,668.0,511.0,413.0,281.0,202.0
Earnings Per Share USD,2.93,3.93,3.75,1.98,3.4,2.71,4.06,3.2,2.81,2.0,1.43
Dividends USD,0.8,0.75,0.5,0.5,0.5,0.64,0.64,0.84,0.84,0.84,0.63
Payout Ratio % *,,,,,,,,19.3,,,44.1
Shares Mil,182.0,183.0,181.0,181.0,175.0,168.0,164.0,160.0,147.0,141.0,141.0
Book Value Per Share * USD,,,,,,,,353.1,,,450.46
Operating Cash Flow USD Mil,905.0,951.0,899.0,551.0,890.0,628.0,789.0,643.0,849.0,706.0,804.0
Cap Spending USD Mil,-284.0,-300.0,-233.0,-265.0,-338.0,-255.0,-288.0,-325.0,-240.0,-236.0,-287.0
Free Cash Flow USD Mil,621.0,651.0,666.0,286.0,552.0,374.0,500.0,318.0,609.0,470.0,517.0
Free Cash Flow Per Share * USD,,,,,,,,14.93,,,
Working Capital USD Mil,1199.0,1506.0,1821.0,2039.0,2041.0,2207.0,2597.0,2427.0,2343.0,1794.0,
