,parent_index,title,2012,2013,2014,2015,2016,2017
0,0,Revenue,147359000000.0,146045000000.0,148589000000.0,117386000000.0,123693000000.0,123780000000.0
1,1,Cost of revenue,74310000000.0,77141000000.0,81311000000.0,82693000000.0,87483000000.0,90019000000.0
2,2,Gross profit,73049000000.0,68904000000.0,67278000000.0,34693000000.0,36210000000.0,33761000000.0
3,3,Operating expenses,43135000000.0,42637000000.0,40567000000.0,17831000000.0,18377000000.0,18193000000.0
4,3,"Sales, General and administrative",39244000000.0,37819000000.0,30572000000.0,17831000000.0,18377000000.0,18193000000.0
5,3,Other operating expenses,3891000000.0,4818000000.0,9995000000.0,0.0,0.0,0.0
6,3,Total operating expenses,43135000000.0,42637000000.0,40567000000.0,17831000000.0,18377000000.0,18193000000.0
7,7,Operating income,29914000000.0,26267000000.0,26711000000.0,16862000000.0,17833000000.0,15568000000.0
8,8,Interest Expense,12508000000.0,10116000000.0,9482000000.0,3463000000.0,5025000000.0,4547000000.0
9,9,Other income (expense),0.0,0.0,0.0,-5213000000.0,-3778000000.0,-4316000000.0
10,10,Income before taxes,17406000000.0,16151000000.0,17229000000.0,8186000000.0,9030000000.0,6705000000.0
11,11,Provision for income taxes,2504000000.0,676000000.0,1772000000.0,6486000000.0,-464000000.0,-1069000000.0
12,12,Net income from continuing operations,14902000000.0,15475000000.0,15457000000.0,1700000000.0,9494000000.0,7774000000.0
13,13,Net income from discontinuing ops,-1038000000.0,-2120000000.0,-112000000.0,-7495000000.0,-954000000.0,-490000000.0
14,14,Other,-223000000.0,-298000000.0,-112000000.0,-331000000.0,291000000.0,239000000.0
15,15,Net income,13641000000.0,13057000000.0,15233000000.0,-6126000000.0,8831000000.0,7523000000.0
16,16,Preferred dividend,0.0,0.0,0.0,18000000.0,656000000.0,434000000.0
17,17,Net income available to common shareholders,13641000000.0,13057000000.0,15233000000.0,-6144000000.0,8175000000.0,7089000000.0
18,18,Earnings per share,,,,,,
19,19,Basic,1.29,1.28,1.51,-0.62,0.9,0.8
20,20,Diluted,1.29,1.27,1.5,-0.62,0.89,0.79
21,21,Weighted average shares outstanding,,,,,,
22,22,Basic,10523000000.0,10222000000.0,10045000000.0,9944000000.0,9025000000.0,8719750000.0
23,23,Diluted,10564000000.0,10289000000.0,10123000000.0,10016000000.0,9130000000.0,8809750000.0
24,24,EBITDA,39260000000.0,36029000000.0,35994000000.0,16496000000.0,19052000000.0,16323000000.0
