Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,24082.0,28437.0,23112.0,26004.0,32013.0,36157.0,37795.0,36067.0,28862.0,26644.0,28239.0
Gross Margin %,32.5,30.1,28.8,32.3,31.2,30.5,31.7,30.9,29.7,30.9,32.5
Operating Income USD Mil,3826.0,3124.0,2381.0,3836.0,4982.0,5517.0,6224.0,5461.0,3460.0,2987.0,3671.0
Operating Margin %,15.9,11.0,10.3,14.8,15.6,15.3,16.5,15.1,12.0,11.2,13.0
Net Income USD Mil,1822.0,2053.0,874.0,1865.0,2800.0,3064.0,3537.0,3161.0,1940.0,1524.0,1934.0
Earnings Per Share USD,8.0,9.4,4.12,8.7,13.26,15.26,18.18,17.26,11.54,9.62,12.02
Dividends USD,,,,0.18,0.47,0.9,0.77,1.11,0.6,,
Payout Ratio % *,,,,,,,,,,,4.4
Shares Mil,228.0,218.0,212.0,214.0,211.0,201.0,194.0,183.0,168.0,158.0,160.0
Book Value Per Share * USD,,104.79,,,,,,,,,237.23
Operating Cash Flow USD Mil,2759.0,1949.0,1984.0,2282.0,2326.0,1168.0,3254.0,3526.0,3740.0,3764.0,3170.0
Cap Spending USD Mil,-1484.0,-1608.0,-1308.0,-1312.0,-1680.0,-2121.0,-2375.0,-2659.0,-2826.0,-2955.0,-2607.0
Free Cash Flow USD Mil,1275.0,341.0,677.0,969.0,646.0,-953.0,879.0,867.0,914.0,809.0,563.0
Free Cash Flow Per Share * USD,,5.29,,,,,,,,,
Working Capital USD Mil,11918.0,12582.0,18104.0,19002.0,18755.0,23627.0,23124.0,24811.0,21727.0,21769.0,
