Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,15222.0,14973.0,8087.0,10292.0,16355.0,17051.0,17123.0,18997.0,19115.0,17033.0,18073.0
Gross Margin %,21.7,21.6,19.8,20.3,18.4,18.4,18.8,18.5,20.0,20.6,20.2
Operating Income USD Mil,2446.0,1772.0,488.0,862.0,1661.0,1754.0,1827.0,2135.0,2445.0,1241.0,2108.0
Operating Margin %,16.1,11.8,6.0,8.4,10.2,10.3,10.7,11.2,12.8,7.3,11.7
Net Income USD Mil,1227.0,1017.0,112.0,458.0,1042.0,1111.0,1171.0,1358.0,1604.0,522.0,1374.0
Earnings Per Share USD,9.87,8.34,0.93,3.75,8.58,9.36,9.9,11.46,13.53,4.44,11.7
Dividends USD,,,,,0.12,0.53,0.27,0.29,,,
Payout Ratio % *,,,,,,,,,,,2.6
Shares Mil,124.0,122.0,122.0,122.0,121.0,118.0,118.0,119.0,119.0,117.0,118.0
Book Value Per Share * USD,,,,,,,,,,,472.3
Operating Cash Flow USD Mil,2055.0,1305.0,1373.0,1551.0,1592.0,1519.0,2375.0,2123.0,2556.0,2301.0,2633.0
Cap Spending USD Mil,-1267.0,-1550.0,-971.0,-883.0,-1647.0,-1803.0,-1872.0,-1537.0,-1725.0,-1965.0,-1864.0
Free Cash Flow USD Mil,788.0,-245.0,402.0,668.0,-55.0,-284.0,502.0,586.0,830.0,335.0,769.0
Free Cash Flow Per Share * USD,,,,,,,,,,,
Working Capital USD Mil,6197.0,6082.0,5640.0,5822.0,5549.0,6977.0,8689.0,8638.0,8972.0,7884.0,
