Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,4900.0,5282.0,5084.0,5192.0,5491.0,5665.0,5542.0,5607.0,5483.0,5422.0,5457.0
Gross Margin %,42.7,41.4,43.4,42.6,43.5,43.6,41.6,41.2,41.7,39.7,39.0
Operating Income USD Mil,1322.0,1355.0,1283.0,1300.0,1385.0,1330.0,1107.0,1141.0,1109.0,483.0,412.0
Operating Margin %,27.0,25.7,25.2,25.0,25.2,23.5,20.0,20.3,20.2,8.9,7.6
Net Income USD Mil,857.0,919.0,848.0,909.0,1165.0,1026.0,798.0,852.0,837.0,253.0,209.0
Earnings Per Share USD,1.11,1.24,1.21,1.36,1.84,1.69,1.43,1.59,1.62,0.51,0.47
Dividends USD,0.04,0.04,0.06,0.25,0.31,0.42,0.5,0.5,0.62,0.64,0.69
Payout Ratio % *,,,,,,25.1,33.1,,36.4,38.4,145.7
Shares Mil,772.0,738.0,701.0,668.0,634.0,607.0,560.0,536.0,517.0,494.0,477.0
Book Value Per Share * USD,,,,,,21.43,25.04,,46.62,59.75,29.64
Operating Cash Flow USD Mil,1104.0,1254.0,1218.0,994.0,1175.0,1185.0,1088.0,1046.0,1071.0,1042.0,643.0
Cap Spending USD Mil,-192.0,-71.0,-99.0,-114.0,-163.0,-268.0,-241.0,-179.0,-267.0,-230.0,-175.0
Free Cash Flow USD Mil,911.0,1183.0,1119.0,881.0,1012.0,917.0,847.0,866.0,805.0,812.0,468.0
Free Cash Flow Per Share * USD,,,,,,19.68,20.37,,27.29,35.41,
Working Capital USD Mil,348.0,528.0,909.0,1475.0,534.0,349.0,582.0,212.0,-774.0,-1245.0,
