Key Financials USD,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue USD Mil,5698.0,4333.0,4857.0,6000.0,6259.0,6351.0,6624.0,6307.0,5880.0,6311.0,6311.0
Gross Margin %,41.1,36.2,39.9,39.8,40.3,40.5,41.6,42.9,42.1,41.6,41.6
Operating Income USD Mil,859.0,342.0,613.0,929.0,1031.0,1036.0,1183.0,1197.0,1008.0,1033.0,1033.0
Operating Margin %,15.1,7.9,12.6,15.5,16.5,16.3,17.9,19.0,17.1,16.4,16.4
Net Income USD Mil,578.0,220.0,464.0,697.0,737.0,756.0,826.0,828.0,730.0,826.0,826.0
Earnings Per Share USD,3.9,1.55,3.22,4.8,5.13,5.36,5.91,6.09,5.56,6.35,6.35
Dividends USD,1.16,1.16,1.22,1.48,1.75,1.98,2.32,2.6,2.9,3.04,3.04
Payout Ratio % *,29.7,75.8,40.0,30.7,33.0,37.1,40.0,39.6,50.3,48.4,47.9
Shares Mil,148.0,142.0,144.0,145.0,143.0,141.0,139.0,135.0,131.0,130.0,130.0
Book Value Per Share * USD,11.79,9.26,10.29,12.32,13.75,14.46,19.91,19.31,16.51,16.96,20.73
Operating Cash Flow USD Mil,590.0,525.0,493.0,644.0,719.0,1014.0,1033.0,1188.0,947.0,1034.0,1034.0
Cap Spending USD Mil,-151.0,-98.0,-99.0,-120.0,-139.0,-146.0,-141.0,-123.0,-117.0,-141.0,-141.0
Free Cash Flow USD Mil,440.0,427.0,394.0,524.0,579.0,869.0,892.0,1064.0,830.0,892.0,892.0
Free Cash Flow Per Share * USD,2.97,3.0,2.73,3.61,2.57,6.53,6.44,7.59,6.83,8.19,
Working Capital USD Mil,1134.0,1187.0,1364.0,1745.0,1856.0,2135.0,2242.0,2720.0,2209.0,2275.0,
