Key Financials USD,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue USD Mil,18627.0,19176.0,19014.0,20117.0,23331.0,25313.0,27799.0,30601.0,32376.0,34350.0,34359.0
Gross Margin %,45.0,44.9,46.3,45.7,43.5,43.6,44.8,46.0,46.2,44.6,44.1
Operating Income USD Mil,2433.0,1859.0,2474.0,2841.0,3069.0,3238.0,3680.0,4175.0,4502.0,4749.0,4629.0
Operating Margin %,13.1,9.7,13.0,14.1,13.2,12.8,13.2,13.6,13.9,13.8,13.5
Net Income USD Mil,1883.0,1487.0,1907.0,2133.0,2211.0,2472.0,2693.0,3273.0,3760.0,4240.0,3941.0
Earnings Per Share USD,0.94,0.76,0.96,1.1,1.18,1.35,1.49,1.85,2.16,2.51,2.35
Dividends USD,,,0.07,0.32,0.35,0.35,0.47,0.54,0.46,0.52,0.54
Payout Ratio % *,10.2,,7.0,29.0,29.4,27.2,30.4,29.7,27.8,14.1,23.0
Shares Mil,2016.0,1962.0,1975.0,1942.0,1879.0,1832.0,1811.0,1768.0,1743.0,1692.0,1684.0
Book Value Per Share * USD,2.49,3.0,4.1,3.67,4.58,4.57,4.7,6.58,6.56,6.93,6.26
Operating Cash Flow USD Mil,1936.0,1736.0,3164.0,1812.0,1899.0,3027.0,3003.0,4680.0,3096.0,3640.0,3427.0
Cap Spending USD Mil,-449.0,-455.0,-335.0,-432.0,-597.0,-636.0,-880.0,-963.0,-1143.0,-1105.0,-1098.0
Free Cash Flow USD Mil,1487.0,1280.0,2829.0,1380.0,1302.0,2391.0,2123.0,3717.0,1953.0,2535.0,2329.0
Free Cash Flow Per Share * USD,0.6,0.29,1.17,0.5,0.56,0.84,0.86,1.91,1.08,1.53,
Working Capital USD Mil,5518.0,6457.0,7595.0,7339.0,7666.0,9700.0,8669.0,9642.0,9667.0,10587.0,
