Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,1520.0,1676.0,1672.0,1850.0,2203.0,2665.0,2911.0,3403.0,4425.0,4796.0,5086.0
Gross Margin %,81.6,82.3,83.2,82.7,80.0,77.2,82.3,82.2,83.0,83.8,83.5
Operating Income USD Mil,204.0,279.0,292.0,359.0,460.0,572.0,576.0,763.0,781.0,911.0,953.0
Operating Margin %,13.4,16.6,17.5,19.4,20.9,21.4,19.8,22.4,17.7,19.0,18.7
Net Income USD Mil,127.0,189.0,193.0,237.0,307.0,397.0,398.0,525.0,539.0,636.0,680.0
Earnings Per Share USD,0.38,0.56,0.58,0.69,0.88,1.13,1.13,1.5,1.54,1.85,2.01
Dividends USD,,,,,,,,,,,
Payout Ratio % *,,,,,,,,,,,
Shares Mil,332.0,334.0,336.0,342.0,348.0,351.0,352.0,350.0,351.0,344.0,338.0
Book Value Per Share * USD,,,,,,,,,,,
Operating Cash Flow USD Mil,275.0,282.0,347.0,456.0,546.0,708.0,696.0,847.0,948.0,1156.0,1207.0
Cap Spending USD Mil,-250.0,-182.0,-221.0,-194.0,-208.0,-306.0,-584.0,-468.0,-648.0,-772.0,-696.0
Free Cash Flow USD Mil,24.0,99.0,126.0,262.0,338.0,402.0,112.0,379.0,299.0,384.0,510.0
Free Cash Flow Per Share * USD,,,,,,,,,,,
Working Capital USD Mil,530.0,518.0,788.0,840.0,1064.0,1210.0,1121.0,1714.0,1050.0,774.0,
