Key Financials USD,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue USD Mil,18273.0,21978.0,24722.0,44973.0,46128.0,93714.0,104099.0,100887.0,101752.0,100288.0,99549.0
Gross Margin %,9.7,9.3,9.8,6.6,7.0,7.8,7.8,7.9,8.3,8.6,8.6
Operating Income USD Mil,1061.0,1281.0,1498.0,2071.0,2314.0,2794.0,3551.0,3602.0,4339.0,5088.0,5386.0
Operating Margin %,5.8,5.8,6.1,4.6,5.0,3.0,3.4,3.6,4.3,5.1,5.4
Net Income USD Mil,567.0,776.0,828.0,1181.0,1275.0,1313.0,1844.0,2007.0,2476.0,3404.0,3625.0
Earnings Per Share USD,1.07,1.54,1.56,2.17,2.53,1.76,2.25,2.64,3.56,5.39,6.02
Dividends USD,,,,,,,,,,,
Payout Ratio % *,,,,,,,,,,,
Shares Mil,528.0,504.0,532.0,544.0,505.0,747.0,822.0,759.0,695.0,631.0,595.0
Book Value Per Share * USD,,,,,,,,,424.76,534.15,539.3
Operating Cash Flow USD Mil,827.0,1103.0,1772.0,2117.0,2192.0,4782.0,4758.0,4549.0,4848.0,4919.0,6230.0
Cap Spending USD Mil,-75.0,-85.0,-149.0,-120.0,-144.0,-160.0,-423.0,-437.0,-295.0,-330.0,-270.0
Free Cash Flow USD Mil,752.0,1017.0,1622.0,1998.0,2047.0,4621.0,4335.0,4112.0,4552.0,4589.0,5960.0
Free Cash Flow Per Share * USD,,,,,,,,,113.07,165.8,
Working Capital USD Mil,-507.0,-677.0,-1313.0,-975.0,2600.0,-2301.0,-4743.0,-6449.0,-5096.0,-4064.0,
